model	objective	reaction	status	value
ymn	obj	EX_s_1774	optimal	0.08798
ymn	obj	EX_s_1776	optimal	0.08798
ymn	obj	EX_s_1779	optimal	0.08798
ymn	obj	EX_s_1781	optimal	0.08798
ymn	obj	EX_s_1782	optimal	0.08798
ymn	obj	EX_s_1783	optimal	0.08798
ymn	obj	EX_s_1785	optimal	0.08798
ymn	obj	EX_s_1786	optimal	0.08798
ymn	obj	EX_s_1787	optimal	0.0
ymn	obj	EX_s_1788	optimal	0.08798
ymn	obj	EX_s_1789	optimal	0.08798
ymn	obj	EX_s_1790	optimal	0.08798
ymn	obj	EX_s_1791	optimal	0.08798
ymn	obj	EX_s_1792	optimal	0.08798
ymn	obj	EX_s_1793	optimal	0.0
ymn	obj	EX_s_1796	optimal	0.08798
ymn	obj	EX_s_1797	optimal	0.08798
ymn	obj	EX_s_1798	optimal	0.08798
ymn	obj	EX_s_1799	optimal	0.08798
ymn	obj	EX_s_1800	optimal	0.08798
ymn	obj	EX_s_1801	optimal	0.08798
ymn	obj	EX_s_1802	optimal	0.08798
ymn	obj	EX_s_1803	optimal	0.08798
ymn	obj	EX_s_1804	optimal	0.08798
ymn	obj	EX_s_1805	optimal	0.08798
ymn	obj	EX_s_1806	optimal	0.08798
ymn	obj	EX_s_1807	optimal	0.08798
ymn	obj	EX_s_1808	optimal	0.08798
ymn	obj	EX_s_1809	optimal	0.08798
ymn	obj	EX_s_1810	optimal	0.0
ymn	obj	EX_s_1811	optimal	0.08798
ymn	obj	EX_s_1812	optimal	0.08798
ymn	obj	EX_s_1813	optimal	0.08798
ymn	obj	EX_s_1814	optimal	0.08798
ymn	obj	EX_s_1815	optimal	0.08798
ymn	obj	EX_s_1817	optimal	0.08798
ymn	obj	EX_s_1818	optimal	0.08798
ymn	obj	EX_s_1819	optimal	0.08798
ymn	obj	EX_s_1820	optimal	0.08798
ymn	obj	EX_s_1821	optimal	0.08798
ymn	obj	EX_s_1822	optimal	0.08798
ymn	obj	EX_s_1823	optimal	0.08798
ymn	obj	EX_s_1824	optimal	0.08798
ymn	obj	EX_s_1825	optimal	0.08798
ymn	obj	EX_s_1905	optimal	0.08798
ymn	obj	EX_s_1906	optimal	0.08798
ymn	obj	EX_s_1907	optimal	0.08798
ymn	obj	EX_s_1908	optimal	0.08798
ymn	obj	EX_s_1909	optimal	0.08798
ymn	obj	EX_s_1910	optimal	0.08798
ymn	obj	EX_s_1911	optimal	0.08798
ymn	obj	EX_s_1912	optimal	0.08798
ymn	obj	EX_s_2761	optimal	0.0
ymn	obj	EX_s_2765	optimal	0.08798
ymn	obj	EX_s_2767	optimal	0.08798
ymn	obj	EX_s_2823	optimal	0.08798
ymn	obj	EX_s_2825	optimal	0.08798
ymn	obj	EX_s_2827	optimal	0.08798
ymn	obj	EX_s_2830	optimal	0.08798
ymn	obj	EX_s_3717	optimal	0.08798
ymn	obj	EX_s_3718	optimal	0.08798
ymn	obj	r_0001	optimal	0.08798
ymn	obj	r_0002	optimal	0.08798
ymn	obj	r_0003	optimal	0.08798
ymn	obj	r_0004	optimal	0.08798
ymn	obj	r_0005	optimal	0.0
ymn	obj	r_0006	optimal	0.0
ymn	obj	r_0007	optimal	0.0
ymn	obj	r_0012	optimal	0.08798
ymn	obj	r_0013	optimal	0.08798
ymn	obj	r_0014	optimal	0.0
ymn	obj	r_0015	optimal	0.0
ymn	obj	r_0016	optimal	0.0
ymn	obj	r_0017	optimal	0.08798
ymn	obj	r_0018	optimal	0.0
ymn	obj	r_0019	optimal	0.08798
ymn	obj	r_0020	optimal	0.087944
ymn	obj	r_0021	optimal	0.08798
ymn	obj	r_0022	optimal	0.08798
ymn	obj	r_0023	optimal	0.0
ymn	obj	r_0024	optimal	0.08798
ymn	obj	r_0025	optimal	0.087877
ymn	obj	r_0026	optimal	0.08798
ymn	obj	r_0027	optimal	0.0
ymn	obj	r_0028	optimal	0.08798
ymn	obj	r_0029	optimal	0.08798
ymn	obj	r_0030	optimal	0.087956
ymn	obj	r_0032	optimal	0.087185
ymn	obj	r_0033	optimal	0.08798
ymn	obj	r_0034	optimal	0.08798
ymn	obj	r_0035	optimal	0.08798
ymn	obj	r_0036	optimal	0.08798
ymn	obj	r_0037	optimal	0.08798
ymn	obj	r_0038	optimal	0.0
ymn	obj	r_0039	optimal	0.0
ymn	obj	r_0040	optimal	0.0
ymn	obj	r_0041	optimal	0.0
ymn	obj	r_0042	optimal	0.08798
ymn	obj	r_0043	optimal	0.08798
ymn	obj	r_0044	optimal	0.08798
ymn	obj	r_0045	optimal	0.0
ymn	obj	r_0057	optimal	0.08798
ymn	obj	r_0058	optimal	0.0
ymn	obj	r_0059	optimal	0.08798
ymn	obj	r_0060	optimal	0.0
ymn	obj	r_0061	optimal	0.0
ymn	obj	r_0062	optimal	0.08798
ymn	obj	r_0063	optimal	0.08798
ymn	obj	r_0064	optimal	0.08798
ymn	obj	r_0065	optimal	0.0
ymn	obj	r_0066	optimal	0.08798
ymn	obj	r_0067	optimal	0.08798
ymn	obj	r_0068	optimal	0.08798
ymn	obj	r_0069	optimal	0.08798
ymn	obj	r_0070	optimal	0.08798
ymn	obj	r_0072	optimal	0.08798
ymn	obj	r_0073	optimal	0.08798
ymn	obj	r_0074	optimal	0.08798
ymn	obj	r_0075	optimal	0.08798
ymn	obj	r_0076	optimal	0.08798
ymn	obj	r_0077	optimal	0.08798
ymn	obj	r_0078	optimal	0.08798
ymn	obj	r_0079	optimal	0.0
ymn	obj	r_0080	optimal	0.0
ymn	obj	r_0081	optimal	0.0
ymn	obj	r_0082	optimal	0.08798
ymn	obj	r_0083	optimal	0.08798
ymn	obj	r_0084	optimal	0.08798
ymn	obj	r_0085	optimal	0.08798
ymn	obj	r_0086	optimal	0.08798
ymn	obj	r_0087	optimal	0.08798
ymn	obj	r_0088	optimal	0.08798
ymn	obj	r_0089	optimal	0.08798
ymn	obj	r_0090	optimal	0.08798
ymn	obj	r_0091	optimal	0.087925
ymn	obj	r_0092	optimal	0.08798
ymn	obj	r_0093	optimal	0.08798
ymn	obj	r_0094	optimal	0.08798
ymn	obj	r_0095	optimal	0.08798
ymn	obj	r_0096	optimal	0.0
ymn	obj	r_0097	optimal	0.0
ymn	obj	r_0099	optimal	0.08798
ymn	obj	r_0100	optimal	0.08798
ymn	obj	r_0101	optimal	0.08798
ymn	obj	r_0102	optimal	0.08798
ymn	obj	r_0103	optimal	0.08798
ymn	obj	r_0104	optimal	0.087931
ymn	obj	r_0105	optimal	0.08798
ymn	obj	r_0106	optimal	0.08798
ymn	obj	r_0107	optimal	0.08798
ymn	obj	r_0108	optimal	0.08798
ymn	obj	r_0109	optimal	0.0
ymn	obj	r_0111	optimal	0.08798
ymn	obj	r_0112	optimal	0.0
ymn	obj	r_0113	optimal	0.08798
ymn	obj	r_0114	optimal	0.08798
ymn	obj	r_0115	optimal	0.0
ymn	obj	r_0116	optimal	0.08798
ymn	obj	r_0117	optimal	0.08798
ymn	obj	r_0118	optimal	0.0
ymn	obj	r_0119	optimal	0.08798
ymn	obj	r_0120	optimal	0.08798
ymn	obj	r_0121	optimal	0.08798
ymn	obj	r_0122	optimal	0.08798
ymn	obj	r_0123	optimal	0.08798
ymn	obj	r_0124	optimal	0.08798
ymn	obj	r_0125	optimal	0.08798
ymn	obj	r_0126	optimal	0.08798
ymn	obj	r_0127	optimal	0.08798
ymn	obj	r_0128	optimal	0.08798
ymn	obj	r_0129	optimal	0.08798
ymn	obj	r_0130	optimal	0.08798
ymn	obj	r_0131	optimal	0.08798
ymn	obj	r_0132	optimal	0.08798
ymn	obj	r_0133	optimal	0.08798
ymn	obj	r_0134	optimal	0.08798
ymn	obj	r_0135	optimal	0.08798
ymn	obj	r_0137	optimal	0.08798
ymn	obj	r_0138	optimal	0.08798
ymn	obj	r_0139	optimal	0.08798
ymn	obj	r_0140	optimal	0.08798
ymn	obj	r_0142	optimal	0.087971
ymn	obj	r_0143	optimal	0.08798
ymn	obj	r_0144	optimal	0.0
ymn	obj	r_0145	optimal	0.08798
ymn	obj	r_0146	optimal	0.08798
ymn	obj	r_0147	optimal	0.08798
ymn	obj	r_0148	optimal	0.0
ymn	obj	r_0149	optimal	0.08798
ymn	obj	r_0150	optimal	0.08798
ymn	obj	r_0151	optimal	0.0
ymn	obj	r_0152	optimal	0.0
ymn	obj	r_0153	optimal	0.0
ymn	obj	r_0154	optimal	0.0
ymn	obj	r_0155	optimal	0.08798
ymn	obj	r_0156	optimal	0.08798
ymn	obj	r_0157	optimal	0.0
ymn	obj	r_0158	optimal	0.08798
ymn	obj	r_0159	optimal	0.08798
ymn	obj	r_0160	optimal	0.08798
ymn	obj	r_0161	optimal	0.08798
ymn	obj	r_0162	optimal	0.08798
ymn	obj	r_0163	optimal	0.08798
ymn	obj	r_0164	optimal	0.08798
ymn	obj	r_0165	optimal	0.08798
ymn	obj	r_0166	optimal	0.08798
ymn	obj	r_0167	optimal	0.08798
ymn	obj	r_0168	optimal	0.08798
ymn	obj	r_0169	optimal	0.08798
ymn	obj	r_0170	optimal	0.08798
ymn	obj	r_0171	optimal	0.08798
ymn	obj	r_0172	optimal	0.08798
ymn	obj	r_0173	optimal	0.087953
ymn	obj	r_0174	optimal	0.08798
ymn	obj	r_0175	optimal	0.08798
ymn	obj	r_0176	optimal	0.08798
ymn	obj	r_0177	optimal	0.08798
ymn	obj	r_0178	optimal	0.08798
ymn	obj	r_0179	optimal	0.08798
ymn	obj	r_0180	optimal	0.08798
ymn	obj	r_0181	optimal	0.08798
ymn	obj	r_0182	optimal	0.08798
ymn	obj	r_0183	optimal	0.08798
ymn	obj	r_0184	optimal	0.08798
ymn	obj	r_0185	optimal	0.08798
ymn	obj	r_0186	optimal	0.08798
ymn	obj	r_0187	optimal	0.08798
ymn	obj	r_0188	optimal	0.08798
ymn	obj	r_0189	optimal	0.08798
ymn	obj	r_0190	optimal	0.08798
ymn	obj	r_0191	optimal	0.08798
ymn	obj	r_0192	optimal	0.08798
ymn	obj	r_0193	optimal	0.08798
ymn	obj	r_0194	optimal	0.08798
ymn	obj	r_0195	optimal	0.0
ymn	obj	r_0198	optimal	0.08798
ymn	obj	r_0199	optimal	0.08798
ymn	obj	r_0200	optimal	0.08798
ymn	obj	r_0201	optimal	0.08798
ymn	obj	r_0202	optimal	0.0
ymn	obj	r_0203	optimal	0.0
ymn	obj	r_0204	optimal	0.08798
ymn	obj	r_0205	optimal	0.08798
ymn	obj	r_0206	optimal	0.08798
ymn	obj	r_0207	optimal	0.0
ymn	obj	r_0208	optimal	0.0
ymn	obj	r_0209	optimal	0.0
ymn	obj	r_0210	optimal	0.08798
ymn	obj	r_0211	optimal	0.0
ymn	obj	r_0212	optimal	0.0
ymn	obj	r_0213	optimal	0.08798
ymn	obj	r_0214	optimal	0.0
ymn	obj	r_0215	optimal	0.0
ymn	obj	r_0216	optimal	0.08798
ymn	obj	r_0217	optimal	0.08798
ymn	obj	r_0218	optimal	0.08798
ymn	obj	r_0219	optimal	0.0
ymn	obj	r_0220	optimal	0.0
ymn	obj	r_0221	optimal	0.08798
ymn	obj	r_0222	optimal	0.08798
ymn	obj	r_0223	optimal	0.08798
ymn	obj	r_0224	optimal	0.08798
ymn	obj	r_0225	optimal	0.0
ymn	obj	r_0226	optimal	0.035013
ymn	obj	r_0227	optimal	0.08798
ymn	obj	r_0228	optimal	0.08798
ymn	obj	r_0229	optimal	0.08798
ymn	obj	r_0230	optimal	0.08798
ymn	obj	r_0231	optimal	0.0
ymn	obj	r_0233	optimal	0.08798
ymn	obj	r_0234	optimal	0.0
ymn	obj	r_0235	optimal	0.0
ymn	obj	r_0236	optimal	0.0
ymn	obj	r_0237	optimal	0.0
ymn	obj	r_0238	optimal	0.0
ymn	obj	r_0239	optimal	0.0
ymn	obj	r_0240	optimal	0.0
ymn	obj	r_0241	optimal	0.0
ymn	obj	r_0242	optimal	0.08798
ymn	obj	r_0243	optimal	0.0
ymn	obj	r_0244	optimal	0.0
ymn	obj	r_0249	optimal	0.08798
ymn	obj	r_0250	optimal	0.0
ymn	obj	r_0252	optimal	0.08798
ymn	obj	r_0253	optimal	0.08798
ymn	obj	r_0254	optimal	0.08798
ymn	obj	r_0255	optimal	0.08798
ymn	obj	r_0256	optimal	0.08798
ymn	obj	r_0259	optimal	0.08798
ymn	obj	r_0260	optimal	0.08798
ymn	obj	r_0261	optimal	0.08798
ymn	obj	r_0262	optimal	0.08798
ymn	obj	r_0263	optimal	0.08798
ymn	obj	r_0264	optimal	0.08798
ymn	obj	r_0265	optimal	0.08798
ymn	obj	r_0266	optimal	0.08798
ymn	obj	r_0267	optimal	0.08798
ymn	obj	r_0268	optimal	0.08798
ymn	obj	r_0269	optimal	0.08798
ymn	obj	r_0270	optimal	0.08798
ymn	obj	r_0271	optimal	0.08798
ymn	obj	r_0272	optimal	0.08798
ymn	obj	r_0273	optimal	0.08798
ymn	obj	r_0274	optimal	0.08798
ymn	obj	r_0278	optimal	0.0
ymn	obj	r_0279	optimal	0.0
ymn	obj	r_0280	optimal	0.08798
ymn	obj	r_0281	optimal	0.08798
ymn	obj	r_0282	optimal	0.08798
ymn	obj	r_0283	optimal	0.08798
ymn	obj	r_0284	optimal	0.08798
ymn	obj	r_0285	optimal	0.08798
ymn	obj	r_0286	optimal	0.08798
ymn	obj	r_0287	optimal	0.08798
ymn	obj	r_0288	optimal	0.08798
ymn	obj	r_0289	optimal	0.08798
ymn	obj	r_0290	optimal	0.08798
ymn	obj	r_0291	optimal	0.08798
ymn	obj	r_0292	optimal	0.08798
ymn	obj	r_0293	optimal	0.08798
ymn	obj	r_0294	optimal	0.08798
ymn	obj	r_0295	optimal	0.08798
ymn	obj	r_0296	optimal	0.08798
ymn	obj	r_0297	optimal	0.08798
ymn	obj	r_0298	optimal	0.08798
ymn	obj	r_0299	optimal	0.08798
ymn	obj	r_0300	optimal	0.086644
ymn	obj	r_0301	optimal	0.08798
ymn	obj	r_0302	optimal	0.08798
ymn	obj	r_0303	optimal	0.08798
ymn	obj	r_0304	optimal	0.08798
ymn	obj	r_0306	optimal	0.08798
ymn	obj	r_0307	optimal	0.087964
ymn	obj	r_0308	optimal	0.08798
ymn	obj	r_0309	optimal	0.087978
ymn	obj	r_0310	optimal	0.087978
ymn	obj	r_0311	optimal	0.08798
ymn	obj	r_0312	optimal	0.08798
ymn	obj	r_0313	optimal	0.0
ymn	obj	r_0314	optimal	0.08798
ymn	obj	r_0315	optimal	0.08798
ymn	obj	r_0317	optimal	0.0
ymn	obj	r_0318	optimal	0.08798
ymn	obj	r_0319	optimal	0.08798
ymn	obj	r_0320	optimal	0.08798
ymn	obj	r_0321	optimal	0.08798
ymn	obj	r_0322	optimal	0.08798
ymn	obj	r_0323	optimal	0.08798
ymn	obj	r_0326	optimal	0.087979
ymn	obj	r_0327	optimal	0.08798
ymn	obj	r_0328	optimal	0.08798
ymn	obj	r_0329	optimal	0.08798
ymn	obj	r_0330	optimal	0.087979
ymn	obj	r_0331	optimal	0.08798
ymn	obj	r_0332	optimal	0.08798
ymn	obj	r_0334	optimal	0.08798
ymn	obj	r_0335	optimal	0.08798
ymn	obj	r_0340	optimal	0.08798
ymn	obj	r_0341	optimal	0.08798
ymn	obj	r_0342	optimal	0.08798
ymn	obj	r_0343	optimal	0.08798
ymn	obj	r_0344	optimal	0.0
ymn	obj	r_0345	optimal	0.08798
ymn	obj	r_0346	optimal	0.08798
ymn	obj	r_0347	optimal	0.08798
ymn	obj	r_0348	optimal	0.08798
ymn	obj	r_0349	optimal	0.0
ymn	obj	r_0350	optimal	0.08798
ymn	obj	r_0351	optimal	0.08798
ymn	obj	r_0352	optimal	0.0
ymn	obj	r_0353	optimal	0.0
ymn	obj	r_0354	optimal	0.08798
ymn	obj	r_0355	optimal	0.0
ymn	obj	r_0356	optimal	0.08798
ymn	obj	r_0357	optimal	0.08798
ymn	obj	r_0358	optimal	0.08798
ymn	obj	r_0359	optimal	0.08798
ymn	obj	r_0360	optimal	0.08798
ymn	obj	r_0361	optimal	0.0
ymn	obj	r_0362	optimal	0.0
ymn	obj	r_0363	optimal	0.08798
ymn	obj	r_0364	optimal	0.08798
ymn	obj	r_0365	optimal	0.08798
ymn	obj	r_0366	optimal	0.08486
ymn	obj	r_0368	optimal	0.08798
ymn	obj	r_0369	optimal	0.08798
ymn	obj	r_0370	optimal	0.08798
ymn	obj	r_0373	optimal	0.08798
ymn	obj	r_0399	optimal	0.08798
ymn	obj	r_0400	optimal	0.08798
ymn	obj	r_0402	optimal	0.08798
ymn	obj	r_0410	optimal	0.08798
ymn	obj	r_0412	optimal	0.08798
ymn	obj	r_0436	optimal	0.08798
ymn	obj	r_0437	optimal	0.08798
ymn	obj	r_0438	optimal	0.018322
ymn	obj	r_0439	optimal	0.018434
ymn	obj	r_0440	optimal	0.08798
ymn	obj	r_0441	optimal	0.08798
ymn	obj	r_0442	optimal	0.08798
ymn	obj	r_0443	optimal	0.08798
ymn	obj	r_0445	optimal	0.086856
ymn	obj	r_0446	optimal	0.086878
ymn	obj	r_0447	optimal	0.08798
ymn	obj	r_0448	optimal	0.08798
ymn	obj	r_0449	optimal	0.08798
ymn	obj	r_0450	optimal	0.08798
ymn	obj	r_0451	optimal	0.08798
ymn	obj	r_0452	optimal	0.087921
ymn	obj	r_0453	optimal	0.0
ymn	obj	r_0454	optimal	0.08798
ymn	obj	r_0455	optimal	0.08798
ymn	obj	r_0457	optimal	0.08798
ymn	obj	r_0458	optimal	0.08798
ymn	obj	r_0459	optimal	0.08798
ymn	obj	r_0460	optimal	0.08798
ymn	obj	r_0461	optimal	0.08798
ymn	obj	r_0462	optimal	0.0
ymn	obj	r_0463	optimal	0.08798
ymn	obj	r_0464	optimal	0.08798
ymn	obj	r_0465	optimal	0.08798
ymn	obj	r_0466	optimal	0.087925
ymn	obj	r_0467	optimal	0.087058
ymn	obj	r_0468	optimal	0.08798
ymn	obj	r_0469	optimal	0.08798
ymn	obj	r_0470	optimal	0.08798
ymn	obj	r_0471	optimal	0.085502
ymn	obj	r_0472	optimal	0.08798
ymn	obj	r_0473	optimal	0.08798
ymn	obj	r_0475	optimal	0.08798
ymn	obj	r_0476	optimal	0.0
ymn	obj	r_0477	optimal	0.08798
ymn	obj	r_0478	optimal	0.0
ymn	obj	r_0479	optimal	0.0
ymn	obj	r_0480	optimal	0.08798
ymn	obj	r_0481	optimal	0.08798
ymn	obj	r_0482	optimal	0.08798
ymn	obj	r_0483	optimal	0.08798
ymn	obj	r_0484	optimal	0.08798
ymn	obj	r_0485	optimal	0.08798
ymn	obj	r_0486	optimal	0.079084
ymn	obj	r_0487	optimal	0.08798
ymn	obj	r_0488	optimal	0.08798
ymn	obj	r_0489	optimal	0.08798
ymn	obj	r_0490	optimal	0.08798
ymn	obj	r_0491	optimal	0.08798
ymn	obj	r_0492	optimal	0.08798
ymn	obj	r_0497	optimal	0.08798
ymn	obj	r_0499	optimal	0.0
ymn	obj	r_0500	optimal	0.08798
ymn	obj	r_0501	optimal	0.08798
ymn	obj	r_0502	optimal	0.086773
ymn	obj	r_0503	optimal	0.086868
ymn	obj	r_0504	optimal	0.08798
ymn	obj	r_0505	optimal	0.08798
ymn	obj	r_0506	optimal	0.08798
ymn	obj	r_0507	optimal	0.08798
ymn	obj	r_0508	optimal	0.08798
ymn	obj	r_0509	optimal	0.08798
ymn	obj	r_0510	optimal	0.0
ymn	obj	r_0511	optimal	0.08798
ymn	obj	r_0512	optimal	0.0
ymn	obj	r_0514	optimal	0.0
ymn	obj	r_0518	optimal	0.08798
ymn	obj	r_0519	optimal	0.08798
ymn	obj	r_0520	optimal	0.08798
ymn	obj	r_0521	optimal	0.08798
ymn	obj	r_0522	optimal	0.08798
ymn	obj	r_0523	optimal	0.08798
ymn	obj	r_0524	optimal	0.08798
ymn	obj	r_0525	optimal	0.0
ymn	obj	r_0526	optimal	0.08798
ymn	obj	r_0527	optimal	0.08798
ymn	obj	r_0528	optimal	0.08798
ymn	obj	r_0529	optimal	0.08798
ymn	obj	r_0530	optimal	0.08798
ymn	obj	r_0531	optimal	0.08798
ymn	obj	r_0532	optimal	0.08798
ymn	obj	r_0533	optimal	0.08798
ymn	obj	r_0534	optimal	0.0
ymn	obj	r_0535	optimal	0.08798
ymn	obj	r_0536	optimal	0.0
ymn	obj	r_0537	optimal	0.0
ymn	obj	r_0538	optimal	0.0
ymn	obj	r_0539	optimal	0.0
ymn	obj	r_0540	optimal	0.08798
ymn	obj	r_0541	optimal	0.08798
ymn	obj	r_0542	optimal	0.0
ymn	obj	r_0543	optimal	0.08798
ymn	obj	r_0544	optimal	0.08798
ymn	obj	r_0545	optimal	0.0
ymn	obj	r_0546	optimal	0.087916
ymn	obj	r_0547	optimal	0.08798
ymn	obj	r_0548	optimal	0.0
ymn	obj	r_0549	optimal	0.0
ymn	obj	r_0550	optimal	0.08798
ymn	obj	r_0551	optimal	0.08798
ymn	obj	r_0552	optimal	0.08798
ymn	obj	r_0553	optimal	0.08798
ymn	obj	r_0554	optimal	0.08798
ymn	obj	r_0555	optimal	0.08798
ymn	obj	r_0556	optimal	0.08798
ymn	obj	r_0557	optimal	0.08798
ymn	obj	r_0558	optimal	0.0
ymn	obj	r_0559	optimal	0.08798
ymn	obj	r_0560	optimal	0.087931
ymn	obj	r_0561	optimal	0.08798
ymn	obj	r_0562	optimal	0.08798
ymn	obj	r_0563	optimal	0.0
ymn	obj	r_0564	optimal	0.0
ymn	obj	r_0565	optimal	0.0
ymn	obj	r_0566	optimal	0.0
ymn	obj	r_0567	optimal	0.08798
ymn	obj	r_0568	optimal	0.08798
ymn	obj	r_0569	optimal	0.087206
ymn	obj	r_0570	optimal	0.0
ymn	obj	r_0571	optimal	0.08798
ymn	obj	r_0572	optimal	0.08798
ymn	obj	r_0573	optimal	0.08798
ymn	obj	r_0574	optimal	0.08798
ymn	obj	r_0575	optimal	0.08798
ymn	obj	r_0596	optimal	0.08798
ymn	obj	r_0597	optimal	0.08798
ymn	obj	r_0598	optimal	0.08798
ymn	obj	r_0599	optimal	0.08798
ymn	obj	r_0600	optimal	0.08798
ymn	obj	r_0601	optimal	0.08798
ymn	obj	r_0602	optimal	0.08798
ymn	obj	r_0603	optimal	0.08798
ymn	obj	r_0604	optimal	0.08798
ymn	obj	r_0605	optimal	0.08798
ymn	obj	r_0606	optimal	0.08798
ymn	obj	r_0607	optimal	0.08798
ymn	obj	r_0608	optimal	0.08798
ymn	obj	r_0609	optimal	0.08798
ymn	obj	r_0610	optimal	0.08798
ymn	obj	r_0611	optimal	0.08798
ymn	obj	r_0612	optimal	0.08798
ymn	obj	r_0613	optimal	0.08798
ymn	obj	r_0614	optimal	0.08798
ymn	obj	r_0615	optimal	0.08798
ymn	obj	r_0616	optimal	0.08798
ymn	obj	r_0617	optimal	0.08798
ymn	obj	r_0618	optimal	0.08798
ymn	obj	r_0619	optimal	0.08798
ymn	obj	r_0620	optimal	0.08798
ymn	obj	r_0621	optimal	0.08798
ymn	obj	r_0622	optimal	0.08798
ymn	obj	r_0623	optimal	0.08798
ymn	obj	r_0624	optimal	0.08798
ymn	obj	r_0625	optimal	0.08798
ymn	obj	r_0626	optimal	0.08798
ymn	obj	r_0627	optimal	0.08798
ymn	obj	r_0628	optimal	0.08798
ymn	obj	r_0629	optimal	0.08798
ymn	obj	r_0630	optimal	0.08798
ymn	obj	r_0631	optimal	0.08798
ymn	obj	r_0632	optimal	0.08798
ymn	obj	r_0633	optimal	0.08798
ymn	obj	r_0634	optimal	0.08798
ymn	obj	r_0635	optimal	0.08798
ymn	obj	r_0636	optimal	0.08798
ymn	obj	r_0637	optimal	0.08798
ymn	obj	r_0638	optimal	0.08798
ymn	obj	r_0639	optimal	0.08798
ymn	obj	r_0640	optimal	0.08798
ymn	obj	r_0641	optimal	0.08798
ymn	obj	r_0642	optimal	0.08798
ymn	obj	r_0643	optimal	0.08798
ymn	obj	r_0644	optimal	0.08798
ymn	obj	r_0645	optimal	0.08798
ymn	obj	r_0646	optimal	0.08798
ymn	obj	r_0647	optimal	0.08798
ymn	obj	r_0648	optimal	0.08798
ymn	obj	r_0649	optimal	0.08798
ymn	obj	r_0650	optimal	0.08798
ymn	obj	r_0651	optimal	0.08798
ymn	obj	r_0652	optimal	0.08798
ymn	obj	r_0653	optimal	0.08798
ymn	obj	r_0654	optimal	0.08798
ymn	obj	r_0655	optimal	0.08798
ymn	obj	r_0656	optimal	0.08798
ymn	obj	r_0657	optimal	0.08798
ymn	obj	r_0658	optimal	0.08798
ymn	obj	r_0659	optimal	0.087975
ymn	obj	r_0661	optimal	0.08798
ymn	obj	r_0662	optimal	0.08798
ymn	obj	r_0663	optimal	0.08798
ymn	obj	r_0664	optimal	0.08798
ymn	obj	r_0665	optimal	0.0
ymn	obj	r_0666	optimal	0.08798
ymn	obj	r_0667	optimal	0.0
ymn	obj	r_0668	optimal	0.08798
ymn	obj	r_0669	optimal	0.0
ymn	obj	r_0670	optimal	0.08798
ymn	obj	r_0671	optimal	0.0
ymn	obj	r_0672	optimal	0.08798
ymn	obj	r_0673	optimal	0.08798
ymn	obj	r_0674	optimal	0.08798
ymn	obj	r_0675	optimal	0.08798
ymn	obj	r_0676	optimal	0.08798
ymn	obj	r_0678	optimal	0.0
ymn	obj	r_0679	optimal	0.08798
ymn	obj	r_0680	optimal	0.08798
ymn	obj	r_0681	optimal	0.08798
ymn	obj	r_0682	optimal	0.08798
ymn	obj	r_0683	optimal	0.08798
ymn	obj	r_0687	optimal	0.08798
ymn	obj	r_0688	optimal	0.08798
ymn	obj	r_0689	optimal	0.08798
ymn	obj	r_0690	optimal	0.08798
ymn	obj	r_0691	optimal	0.08798
ymn	obj	r_0692	optimal	0.08798
ymn	obj	r_0693	optimal	0.08798
ymn	obj	r_0694	optimal	0.0
ymn	obj	r_0695	optimal	0.08798
ymn	obj	r_0696	optimal	0.08798
ymn	obj	r_0697	optimal	0.08798
ymn	obj	r_0698	optimal	0.0
ymn	obj	r_0699	optimal	0.08798
ymn	obj	r_0700	optimal	0.08798
ymn	obj	r_0701	optimal	0.0
ymn	obj	r_0702	optimal	0.08798
ymn	obj	r_0703	optimal	0.08798
ymn	obj	r_0704	optimal	0.08798
ymn	obj	r_0705	optimal	0.08798
ymn	obj	r_0706	optimal	0.08798
ymn	obj	r_0707	optimal	0.08798
ymn	obj	r_0708	optimal	0.08798
ymn	obj	r_0711	optimal	0.0
ymn	obj	r_0712	optimal	0.08798
ymn	obj	r_0713	optimal	0.087871
ymn	obj	r_0714	optimal	0.087955
ymn	obj	r_0715	optimal	0.08798
ymn	obj	r_0716	optimal	0.08798
ymn	obj	r_0717	optimal	0.08798
ymn	obj	r_0718	optimal	0.08798
ymn	obj	r_0719	optimal	0.08798
ymn	obj	r_0721	optimal	0.08798
ymn	obj	r_0722	optimal	0.0
ymn	obj	r_0723	optimal	0.0
ymn	obj	r_0724	optimal	0.08798
ymn	obj	r_0725	optimal	0.086785
ymn	obj	r_0726	optimal	0.0
ymn	obj	r_0727	optimal	0.0
ymn	obj	r_0728	optimal	0.08798
ymn	obj	r_0729	optimal	0.0
ymn	obj	r_0730	optimal	0.08798
ymn	obj	r_0731	optimal	0.08798
ymn	obj	r_0732	optimal	0.08681
ymn	obj	r_0733	optimal	0.08798
ymn	obj	r_0734	optimal	0.08798
ymn	obj	r_0735	optimal	0.08798
ymn	obj	r_0736	optimal	0.087969
ymn	obj	r_0737	optimal	0.08798
ymn	obj	r_0738	optimal	0.08798
ymn	obj	r_0739	optimal	0.0
ymn	obj	r_0747	optimal	0.08798
ymn	obj	r_0748	optimal	0.08798
ymn	obj	r_0749	optimal	0.08798
ymn	obj	r_0750	optimal	0.08798
ymn	obj	r_0751	optimal	0.08798
