model	objective	reaction	status	minimum	maximum
ymn	obj	r_0144	infeasible		
ymn	obj	r_0145	infeasible		
ymn	obj	r_0146	infeasible		
ymn	obj	r_0147	infeasible		
ymn	obj	r_0148	infeasible		
ymn	obj	r_0149	infeasible		
ymn	obj	r_0150	infeasible		
ymn	obj	r_0151	infeasible		
ymn	obj	r_0152	infeasible		
ymn	obj	r_0153	infeasible		
ymn	obj	r_0154	infeasible		
ymn	obj	r_0155	infeasible		
ymn	obj	r_0156	infeasible		
ymn	obj	r_0157	infeasible		
ymn	obj	r_0158	infeasible		
ymn	obj	r_0159	infeasible		
ymn	obj	r_0160	infeasible		
ymn	obj	r_0161	infeasible		
ymn	obj	r_0162	infeasible		
ymn	obj	r_0163	infeasible		
ymn	obj	r_0164	infeasible		
ymn	obj	r_0165	infeasible		
ymn	obj	r_0166	infeasible		
ymn	obj	r_0167	infeasible		
ymn	obj	r_0168	infeasible		
ymn	obj	r_0169	infeasible		
ymn	obj	r_0170	infeasible		
ymn	obj	r_0171	infeasible		
ymn	obj	r_0172	infeasible		
ymn	obj	r_0173	infeasible		
ymn	obj	r_0174	infeasible		
ymn	obj	r_0175	infeasible		
ymn	obj	r_0176	infeasible		
ymn	obj	r_0177	infeasible		
ymn	obj	r_0178	infeasible		
ymn	obj	r_0179	infeasible		
ymn	obj	r_0180	infeasible		
ymn	obj	r_0181	infeasible		
ymn	obj	r_0182	infeasible		
ymn	obj	r_0183	infeasible		
ymn	obj	r_0184	infeasible		
ymn	obj	r_0185	infeasible		
ymn	obj	r_0186	infeasible		
ymn	obj	r_0187	infeasible		
ymn	obj	r_0188	infeasible		
ymn	obj	r_0189	infeasible		
ymn	obj	r_0190	infeasible		
ymn	obj	r_0191	infeasible		
ymn	obj	r_0192	infeasible		
ymn	obj	r_0193	infeasible		
ymn	obj	r_0194	infeasible		
ymn	obj	r_0195	infeasible		
ymn	obj	r_0198	infeasible		
ymn	obj	r_0199	infeasible		
ymn	obj	r_0200	infeasible		
ymn	obj	r_0201	infeasible		
ymn	obj	r_0202	infeasible		
ymn	obj	r_0203	infeasible		
ymn	obj	r_0204	infeasible		
ymn	obj	r_0205	infeasible		
ymn	obj	r_0206	infeasible		
ymn	obj	r_0207	infeasible		
ymn	obj	r_0208	infeasible		
ymn	obj	r_0209	infeasible		
ymn	obj	r_0210	infeasible		
ymn	obj	r_0211	infeasible		
ymn	obj	r_0212	infeasible		
ymn	obj	r_0213	infeasible		
ymn	obj	r_0214	infeasible		
ymn	obj	r_0215	infeasible		
ymn	obj	r_0216	infeasible		
ymn	obj	r_0217	infeasible		
ymn	obj	r_0218	infeasible		
ymn	obj	r_0219	infeasible		
ymn	obj	r_0220	infeasible		
ymn	obj	r_0221	infeasible		
ymn	obj	r_0222	infeasible		
ymn	obj	r_0223	infeasible		
ymn	obj	r_0224	infeasible		
ymn	obj	r_0225	infeasible		
ymn	obj	r_0226	infeasible		
ymn	obj	r_0227	infeasible		
ymn	obj	r_0228	infeasible		
ymn	obj	r_0229	infeasible		
ymn	obj	r_0230	infeasible		
ymn	obj	r_0231	infeasible		
ymn	obj	r_0233	infeasible		
ymn	obj	r_0234	infeasible		
ymn	obj	r_0235	infeasible		
ymn	obj	r_0236	infeasible		
ymn	obj	r_0237	infeasible		
ymn	obj	r_0238	infeasible		
ymn	obj	r_0239	infeasible		
ymn	obj	r_0240	infeasible		
ymn	obj	r_0241	infeasible		
ymn	obj	r_0242	infeasible		
ymn	obj	r_0243	infeasible		
ymn	obj	r_0244	infeasible		
ymn	obj	r_0249	infeasible		
ymn	obj	r_0250	infeasible		
ymn	obj	r_0252	infeasible		
ymn	obj	r_0253	infeasible		
ymn	obj	r_0254	infeasible		
ymn	obj	r_0255	infeasible		
ymn	obj	r_0256	infeasible		
ymn	obj	r_0259	infeasible		
ymn	obj	r_0260	infeasible		
ymn	obj	r_0261	infeasible		
ymn	obj	r_0262	infeasible		
ymn	obj	r_0263	infeasible		
ymn	obj	r_0264	infeasible		
ymn	obj	r_0265	infeasible		
ymn	obj	r_0266	infeasible		
ymn	obj	r_0267	infeasible		
ymn	obj	r_0268	infeasible		
ymn	obj	r_0269	infeasible		
ymn	obj	r_0270	infeasible		
ymn	obj	r_0271	infeasible		
ymn	obj	r_0272	infeasible		
ymn	obj	r_0273	infeasible		
ymn	obj	r_0274	infeasible		
ymn	obj	r_0278	infeasible		
ymn	obj	r_0279	infeasible		
ymn	obj	r_0280	infeasible		
ymn	obj	r_0281	infeasible		
ymn	obj	r_0282	infeasible		
ymn	obj	r_0283	infeasible		
ymn	obj	r_0284	infeasible		
ymn	obj	r_0285	infeasible		
ymn	obj	r_0286	infeasible		
ymn	obj	r_0287	infeasible		
ymn	obj	r_0288	infeasible		
ymn	obj	r_0289	infeasible		
ymn	obj	r_0290	infeasible		
ymn	obj	r_0291	infeasible		
ymn	obj	r_0292	infeasible		
ymn	obj	r_0293	infeasible		
ymn	obj	r_0294	infeasible		
ymn	obj	r_0295	infeasible		
ymn	obj	r_0296	infeasible		
ymn	obj	r_0297	infeasible		
ymn	obj	r_0298	infeasible		
ymn	obj	r_0299	infeasible		
ymn	obj	r_0300	infeasible		
ymn	obj	r_0301	infeasible		
ymn	obj	r_0302	infeasible		
ymn	obj	r_0303	infeasible		
ymn	obj	r_0304	infeasible		
ymn	obj	r_0306	infeasible		
ymn	obj	r_0307	infeasible		
ymn	obj	r_0308	infeasible		
ymn	obj	r_0309	infeasible		
ymn	obj	r_0310	infeasible		
ymn	obj	r_0311	infeasible		
ymn	obj	r_0312	infeasible		
ymn	obj	r_0313	infeasible		
ymn	obj	r_0314	infeasible		
ymn	obj	r_0315	infeasible		
ymn	obj	r_0317	infeasible		
ymn	obj	r_0318	infeasible		
ymn	obj	r_0319	infeasible		
ymn	obj	r_0320	infeasible		
ymn	obj	r_0321	infeasible		
ymn	obj	r_0322	infeasible		
ymn	obj	r_0323	infeasible		
ymn	obj	r_0326	infeasible		
ymn	obj	r_0327	infeasible		
ymn	obj	r_0328	infeasible		
ymn	obj	r_0329	infeasible		
ymn	obj	r_0330	infeasible		
ymn	obj	r_0331	infeasible		
ymn	obj	r_0332	infeasible		
ymn	obj	r_0334	infeasible		
ymn	obj	r_0335	infeasible		
ymn	obj	r_0340	infeasible		
ymn	obj	r_0341	infeasible		
ymn	obj	r_0342	infeasible		
ymn	obj	r_0343	infeasible		
ymn	obj	r_0344	infeasible		
ymn	obj	r_0345	infeasible		
ymn	obj	r_0346	infeasible		
ymn	obj	r_0347	infeasible		
ymn	obj	r_0348	infeasible		
ymn	obj	r_0349	infeasible		
ymn	obj	r_0350	infeasible		
ymn	obj	r_0351	infeasible		
ymn	obj	r_0352	infeasible		
ymn	obj	r_0353	infeasible		
ymn	obj	r_0354	infeasible		
ymn	obj	r_0355	infeasible		
ymn	obj	r_0356	infeasible		
ymn	obj	r_0357	infeasible		
ymn	obj	r_0358	infeasible		
ymn	obj	r_0359	infeasible		
ymn	obj	r_0360	infeasible		
ymn	obj	r_0361	infeasible		
ymn	obj	r_0362	infeasible		
ymn	obj	r_0363	infeasible		
ymn	obj	r_0364	infeasible		
ymn	obj	r_0365	infeasible		
ymn	obj	r_0366	infeasible		
ymn	obj	r_0368	infeasible		
ymn	obj	r_0369	infeasible		
ymn	obj	r_0370	infeasible		
ymn	obj	r_0373	infeasible		
ymn	obj	r_0399	infeasible		
ymn	obj	r_0400	infeasible		
ymn	obj	r_0402	infeasible		
ymn	obj	r_0410	infeasible		
ymn	obj	r_0412	infeasible		
ymn	obj	r_0436	infeasible		
ymn	obj	r_0437	infeasible		
ymn	obj	r_0438	infeasible		
ymn	obj	r_0439	infeasible		
ymn	obj	r_0440	infeasible		
ymn	obj	r_0441	infeasible		
ymn	obj	r_0442	infeasible		
ymn	obj	r_0443	infeasible		
ymn	obj	r_0445	infeasible		
ymn	obj	r_0446	infeasible		
ymn	obj	r_0447	infeasible		
ymn	obj	r_0448	infeasible		
ymn	obj	r_0449	infeasible		
ymn	obj	r_0450	infeasible		
ymn	obj	r_0451	infeasible		
ymn	obj	r_0452	infeasible		
ymn	obj	r_0453	infeasible		
ymn	obj	r_0454	infeasible		
ymn	obj	r_0455	infeasible		
ymn	obj	r_0457	infeasible		
ymn	obj	r_0458	infeasible		
ymn	obj	r_0459	infeasible		
ymn	obj	r_0460	infeasible		
ymn	obj	r_0461	infeasible		
ymn	obj	r_0462	infeasible		
ymn	obj	r_0463	infeasible		
ymn	obj	r_0464	infeasible		
ymn	obj	r_0465	infeasible		
ymn	obj	r_0466	infeasible		
ymn	obj	r_0467	infeasible		
ymn	obj	r_0468	infeasible		
ymn	obj	r_0469	infeasible		
ymn	obj	r_0470	infeasible		
ymn	obj	r_0471	infeasible		
ymn	obj	r_0472	infeasible		
ymn	obj	r_0473	infeasible		
ymn	obj	r_0475	infeasible		
ymn	obj	r_0476	infeasible		
ymn	obj	r_0477	infeasible		
ymn	obj	r_0478	infeasible		
ymn	obj	r_0479	infeasible		
ymn	obj	r_0480	infeasible		
ymn	obj	r_0481	infeasible		
ymn	obj	r_0482	infeasible		
ymn	obj	r_0483	infeasible		
ymn	obj	r_0484	infeasible		
ymn	obj	r_0485	infeasible		
ymn	obj	r_0486	infeasible		
ymn	obj	r_0487	infeasible		
ymn	obj	r_0488	infeasible		
ymn	obj	r_0489	infeasible		
ymn	obj	r_0490	infeasible		
ymn	obj	r_0491	infeasible		
ymn	obj	r_0492	infeasible		
ymn	obj	r_0497	infeasible		
ymn	obj	r_0499	infeasible		
ymn	obj	r_0500	infeasible		
ymn	obj	r_0501	infeasible		
ymn	obj	r_0502	infeasible		
ymn	obj	r_0503	infeasible		
ymn	obj	r_0504	infeasible		
ymn	obj	r_0505	infeasible		
ymn	obj	r_0506	infeasible		
ymn	obj	r_0507	infeasible		
ymn	obj	r_0508	infeasible		
ymn	obj	r_0509	infeasible		
ymn	obj	r_0510	infeasible		
ymn	obj	r_0511	infeasible		
ymn	obj	r_0512	infeasible		
ymn	obj	r_0514	infeasible		
ymn	obj	r_0518	infeasible		
ymn	obj	r_0519	infeasible		
ymn	obj	r_0520	infeasible		
ymn	obj	r_0521	infeasible		
ymn	obj	r_0522	infeasible		
ymn	obj	r_0523	infeasible		
ymn	obj	r_0524	infeasible		
ymn	obj	r_0525	infeasible		
ymn	obj	r_0526	infeasible		
ymn	obj	r_0527	infeasible		
ymn	obj	r_0528	infeasible		
ymn	obj	r_0529	infeasible		
ymn	obj	r_0530	infeasible		
ymn	obj	r_0531	infeasible		
ymn	obj	r_0532	infeasible		
ymn	obj	r_0533	infeasible		
ymn	obj	r_0534	infeasible		
ymn	obj	r_0535	infeasible		
ymn	obj	r_0536	infeasible		
ymn	obj	r_0537	infeasible		
ymn	obj	r_0538	infeasible		
ymn	obj	r_0539	infeasible		
ymn	obj	r_0540	infeasible		
ymn	obj	r_0541	infeasible		
ymn	obj	r_0542	infeasible		
ymn	obj	r_0543	infeasible		
ymn	obj	r_0544	infeasible		
ymn	obj	r_0545	infeasible		
ymn	obj	r_0546	infeasible		
ymn	obj	r_0547	infeasible		
ymn	obj	r_0548	infeasible		
ymn	obj	r_0549	infeasible		
ymn	obj	r_0550	infeasible		
ymn	obj	r_0551	infeasible		
ymn	obj	r_0552	infeasible		
ymn	obj	r_0553	infeasible		
ymn	obj	r_0554	infeasible		
ymn	obj	r_0555	infeasible		
ymn	obj	r_0556	infeasible		
ymn	obj	r_0557	infeasible		
ymn	obj	r_0558	infeasible		
ymn	obj	r_0559	infeasible		
ymn	obj	r_0560	infeasible		
ymn	obj	r_0561	infeasible		
ymn	obj	r_0562	infeasible		
ymn	obj	r_0563	infeasible		
ymn	obj	r_0564	infeasible		
ymn	obj	r_0565	infeasible		
ymn	obj	r_0566	infeasible		
ymn	obj	r_0567	infeasible		
ymn	obj	r_0568	infeasible		
ymn	obj	r_0569	infeasible		
ymn	obj	r_0570	infeasible		
ymn	obj	r_0571	infeasible		
ymn	obj	r_0572	infeasible		
ymn	obj	r_0573	infeasible		
ymn	obj	r_0574	infeasible		
ymn	obj	r_0575	infeasible		
ymn	obj	r_0596	infeasible		
ymn	obj	r_0597	infeasible		
ymn	obj	r_0598	infeasible		
ymn	obj	r_0599	infeasible		
ymn	obj	r_0600	infeasible		
ymn	obj	r_0601	infeasible		
ymn	obj	r_0602	infeasible		
ymn	obj	r_0603	infeasible		
ymn	obj	r_0604	infeasible		
ymn	obj	r_0605	infeasible		
ymn	obj	r_0606	infeasible		
ymn	obj	r_0607	infeasible		
ymn	obj	r_0608	infeasible		
ymn	obj	r_0609	infeasible		
ymn	obj	r_0610	infeasible		
ymn	obj	r_0611	infeasible		
ymn	obj	r_0612	infeasible		
ymn	obj	r_0613	infeasible		
ymn	obj	r_0614	infeasible		
ymn	obj	r_0615	infeasible		
ymn	obj	r_0616	infeasible		
ymn	obj	r_0617	infeasible		
ymn	obj	r_0618	infeasible		
ymn	obj	r_0619	infeasible		
ymn	obj	r_0620	infeasible		
ymn	obj	r_0621	infeasible		
ymn	obj	r_0622	infeasible		
ymn	obj	r_0623	infeasible		
ymn	obj	r_0624	infeasible		
ymn	obj	r_0625	infeasible		
ymn	obj	r_0626	infeasible		
ymn	obj	r_0627	infeasible		
ymn	obj	r_0628	infeasible		
ymn	obj	r_0629	infeasible		
ymn	obj	r_0630	infeasible		
ymn	obj	r_0631	infeasible		
ymn	obj	r_0632	infeasible		
ymn	obj	r_0633	infeasible		
ymn	obj	r_0634	infeasible		
ymn	obj	r_0635	infeasible		
ymn	obj	r_0636	infeasible		
ymn	obj	r_0637	infeasible		
ymn	obj	r_0638	infeasible		
ymn	obj	r_0639	infeasible		
ymn	obj	r_0640	infeasible		
ymn	obj	r_0641	infeasible		
ymn	obj	r_0642	infeasible		
ymn	obj	r_0643	infeasible		
ymn	obj	r_0644	infeasible		
ymn	obj	r_0645	infeasible		
ymn	obj	r_0646	infeasible		
ymn	obj	r_0647	infeasible		
ymn	obj	r_0648	infeasible		
ymn	obj	r_0649	infeasible		
ymn	obj	r_0650	infeasible		
ymn	obj	r_0651	infeasible		
ymn	obj	r_0652	infeasible		
ymn	obj	r_0653	infeasible		
ymn	obj	r_0654	infeasible		
ymn	obj	r_0655	infeasible		
ymn	obj	r_0656	infeasible		
ymn	obj	r_0657	infeasible		
ymn	obj	r_0658	infeasible		
ymn	obj	r_0659	infeasible		
ymn	obj	r_0661	infeasible		
ymn	obj	r_0662	infeasible		
ymn	obj	r_0663	infeasible		
ymn	obj	r_0664	infeasible		
ymn	obj	r_0665	infeasible		
ymn	obj	r_0666	infeasible		
ymn	obj	r_0667	infeasible		
ymn	obj	r_0668	infeasible		
ymn	obj	r_0669	infeasible		
ymn	obj	r_0670	infeasible		
ymn	obj	r_0671	infeasible		
ymn	obj	r_0672	infeasible		
ymn	obj	r_0673	infeasible		
ymn	obj	r_0674	infeasible		
ymn	obj	r_0675	infeasible		
ymn	obj	r_0676	infeasible		
ymn	obj	r_0678	infeasible		
ymn	obj	r_0679	infeasible		
ymn	obj	r_0680	infeasible		
ymn	obj	r_0681	infeasible		
ymn	obj	r_0682	infeasible		
ymn	obj	r_0683	infeasible		
ymn	obj	r_0687	infeasible		
ymn	obj	r_0688	infeasible		
ymn	obj	r_0689	infeasible		
ymn	obj	r_0690	infeasible		
ymn	obj	r_0691	infeasible		
ymn	obj	r_0692	infeasible		
ymn	obj	r_0693	infeasible		
ymn	obj	r_0694	infeasible		
ymn	obj	r_0695	infeasible		
ymn	obj	r_0696	infeasible		
ymn	obj	r_0697	infeasible		
ymn	obj	r_0698	infeasible		
ymn	obj	r_0699	infeasible		
ymn	obj	r_0700	infeasible		
ymn	obj	r_0701	infeasible		
ymn	obj	r_0702	infeasible		
ymn	obj	r_0703	infeasible		
ymn	obj	r_0704	infeasible		
ymn	obj	r_0705	infeasible		
ymn	obj	r_0706	infeasible		
ymn	obj	r_0707	infeasible		
ymn	obj	r_0708	infeasible		
ymn	obj	r_0711	infeasible		
ymn	obj	r_0712	infeasible		
ymn	obj	r_0713	infeasible		
ymn	obj	r_0714	infeasible		
ymn	obj	r_0715	infeasible		
ymn	obj	r_0716	infeasible		
ymn	obj	r_0717	infeasible		
ymn	obj	r_0718	infeasible		
ymn	obj	r_0719	infeasible		
ymn	obj	r_0721	infeasible		
ymn	obj	r_0722	infeasible		
ymn	obj	r_0723	infeasible		
ymn	obj	r_0724	infeasible		
ymn	obj	r_0725	infeasible		
ymn	obj	r_0726	infeasible		
ymn	obj	r_0727	infeasible		
ymn	obj	r_0728	infeasible		
ymn	obj	r_0729	infeasible		
ymn	obj	r_0730	infeasible		
ymn	obj	r_0731	infeasible		
ymn	obj	r_0732	infeasible		
ymn	obj	r_0733	infeasible		
ymn	obj	r_0734	infeasible		
ymn	obj	r_0735	infeasible		
ymn	obj	r_0736	infeasible		
ymn	obj	r_0737	infeasible		
ymn	obj	r_0738	infeasible		
ymn	obj	r_0739	infeasible		
ymn	obj	r_0747	infeasible		
ymn	obj	r_0748	infeasible		
ymn	obj	r_0749	infeasible		
ymn	obj	r_0750	infeasible		
ymn	obj	r_0751	infeasible		
ymn	obj	r_0752	infeasible		
ymn	obj	r_0753	infeasible		
ymn	obj	r_0754	infeasible		
ymn	obj	r_0755	infeasible		
ymn	obj	r_0756	infeasible		
ymn	obj	r_0757	infeasible		
ymn	obj	r_0758	infeasible		
ymn	obj	r_0759	infeasible		
ymn	obj	r_0760	infeasible		
ymn	obj	r_0761	infeasible		
ymn	obj	r_0762	infeasible		
ymn	obj	r_0763	infeasible		
ymn	obj	r_0764	infeasible		
ymn	obj	r_0765	infeasible		
ymn	obj	r_0766	infeasible		
ymn	obj	r_0767	infeasible		
ymn	obj	r_0768	infeasible		
ymn	obj	r_0769	infeasible		
ymn	obj	r_0770	infeasible		
ymn	obj	r_0771	infeasible		
ymn	obj	r_0772	infeasible		
ymn	obj	r_0773	infeasible		
ymn	obj	r_0774	infeasible		
ymn	obj	r_0775	infeasible		
ymn	obj	r_0781	infeasible		
ymn	obj	r_0782	infeasible		
ymn	obj	r_0783	infeasible		
ymn	obj	r_0784	infeasible		
ymn	obj	r_0785	infeasible		
ymn	obj	r_0786	infeasible		
ymn	obj	r_0787	infeasible		
ymn	obj	r_0788	infeasible		
ymn	obj	r_0789	infeasible		
ymn	obj	r_0790	infeasible		
ymn	obj	r_0791	infeasible		
ymn	obj	r_0792	infeasible		
ymn	obj	r_0793	infeasible		
ymn	obj	r_0795	infeasible		
ymn	obj	r_0796	infeasible		
ymn	obj	r_0797	infeasible		
ymn	obj	r_0798	infeasible		
ymn	obj	r_0799	infeasible		
ymn	obj	r_0800	infeasible		
ymn	obj	r_0801	infeasible		
ymn	obj	r_0802	infeasible		
ymn	obj	r_0803	infeasible		
ymn	obj	r_0804	infeasible		
ymn	obj	r_0805	infeasible		
ymn	obj	r_0806	infeasible		
ymn	obj	r_0807	infeasible		
ymn	obj	r_0810	infeasible		
ymn	obj	r_0811	infeasible		
ymn	obj	r_0812	infeasible		
ymn	obj	r_0813	infeasible		
ymn	obj	r_0815	infeasible		
ymn	obj	r_0816	infeasible		
ymn	obj	r_0817	infeasible		
ymn	obj	r_0818	infeasible		
ymn	obj	r_0819	infeasible		
ymn	obj	r_0820	infeasible		
ymn	obj	r_0821	infeasible		
ymn	obj	r_0831	infeasible		
ymn	obj	r_0832	infeasible		
ymn	obj	r_0841	infeasible		
ymn	obj	r_0842	infeasible		
ymn	obj	r_0843	infeasible		
ymn	obj	r_0844	infeasible		
ymn	obj	r_0845	infeasible		
ymn	obj	r_0847	infeasible		
ymn	obj	r_0848	infeasible		
ymn	obj	r_0849	infeasible		
ymn	obj	r_0850	infeasible		
ymn	obj	r_0851	infeasible		
ymn	obj	r_0852	infeasible		
ymn	obj	r_0853	infeasible		
ymn	obj	r_0854	infeasible		
ymn	obj	r_0855	infeasible		
ymn	obj	r_0882	infeasible		
ymn	obj	r_0883	infeasible		
ymn	obj	r_0884	infeasible		
ymn	obj	r_0885	infeasible		
ymn	obj	r_0886	infeasible		
ymn	obj	r_0887	infeasible		
ymn	obj	r_0888	infeasible		
ymn	obj	r_0889	infeasible		
ymn	obj	r_0890	infeasible		
ymn	obj	r_0891	infeasible		
ymn	obj	r_0892	infeasible		
ymn	obj	r_0893	infeasible		
ymn	obj	r_0902	infeasible		
ymn	obj	r_0903	infeasible		
ymn	obj	r_0904	infeasible		
ymn	obj	r_0905	infeasible		
ymn	obj	r_0906	infeasible		
ymn	obj	r_0907	infeasible		
ymn	obj	r_0908	infeasible		
ymn	obj	r_0909	infeasible		
ymn	obj	r_0910	infeasible		
ymn	obj	r_0911	infeasible		
ymn	obj	r_0912	infeasible		
ymn	obj	r_0913	infeasible		
ymn	obj	r_0914	infeasible		
ymn	obj	r_0915	infeasible		
ymn	obj	r_0916	infeasible		
ymn	obj	r_0917	infeasible		
ymn	obj	r_0918	infeasible		
ymn	obj	r_0919	infeasible		
ymn	obj	r_0920	infeasible		
ymn	obj	r_0921	infeasible		
ymn	obj	r_0922	infeasible		
ymn	obj	r_0929	infeasible		
ymn	obj	r_0935	infeasible		
ymn	obj	r_0936	infeasible		
ymn	obj	r_0937	infeasible		
ymn	obj	r_0938	infeasible		
ymn	obj	r_0939	infeasible		
ymn	obj	r_0940	infeasible		
ymn	obj	r_0941	infeasible		
ymn	obj	r_0942	infeasible		
ymn	obj	r_0943	infeasible		
ymn	obj	r_0949	infeasible		
ymn	obj	r_0950	infeasible		
ymn	obj	r_0951	infeasible		
ymn	obj	r_0953	infeasible		
ymn	obj	r_0954	infeasible		
ymn	obj	r_0955	infeasible		
ymn	obj	r_0956	infeasible		
ymn	obj	r_0957	infeasible		
ymn	obj	r_0958	infeasible		
ymn	obj	r_0959	infeasible		
ymn	obj	r_0960	infeasible		
ymn	obj	r_0961	infeasible		
ymn	obj	r_0962	infeasible		
ymn	obj	r_0963	infeasible		
ymn	obj	r_0964	infeasible		
ymn	obj	r_0965	infeasible		
ymn	obj	r_0966	infeasible		
ymn	obj	r_0967	infeasible		
ymn	obj	r_0968	infeasible		
ymn	obj	r_0969	infeasible		
ymn	obj	r_0970	infeasible		
ymn	obj	r_0971	infeasible		
ymn	obj	r_0972	infeasible		
ymn	obj	r_0973	infeasible		
ymn	obj	r_0974	infeasible		
ymn	obj	r_0975	infeasible		
ymn	obj	r_0976	infeasible		
ymn	obj	r_0977	infeasible		
ymn	obj	r_0978	infeasible		
ymn	obj	r_0979	infeasible		
ymn	obj	r_0982	infeasible		
ymn	obj	r_0983	infeasible		
ymn	obj	r_0984	infeasible		
ymn	obj	r_0985	infeasible		
ymn	obj	r_0986	infeasible		
ymn	obj	r_0987	infeasible		
ymn	obj	r_0988	infeasible		
ymn	obj	r_0989	infeasible		
ymn	obj	r_0990	infeasible		
ymn	obj	r_0992	infeasible		
ymn	obj	r_0993	infeasible		
ymn	obj	r_0995	infeasible		
ymn	obj	r_0996	infeasible		
ymn	obj	r_0997	infeasible		
ymn	obj	r_0998	infeasible		
ymn	obj	r_0999	infeasible		
ymn	obj	r_1000	infeasible		
ymn	obj	r_1001	infeasible		
ymn	obj	r_1002	infeasible		
ymn	obj	r_1003	infeasible		
ymn	obj	r_1004	infeasible		
ymn	obj	r_1005	infeasible		
ymn	obj	r_1006	infeasible		
ymn	obj	r_1007	infeasible		
ymn	obj	r_1008	infeasible		
ymn	obj	r_1009	infeasible		
ymn	obj	r_1010	infeasible		
ymn	obj	r_1011	infeasible		
ymn	obj	r_1012	infeasible		
ymn	obj	r_1021	infeasible		
ymn	obj	r_1022	infeasible		
ymn	obj	r_1023	infeasible		
ymn	obj	r_1024	infeasible		
ymn	obj	r_1025	infeasible		
ymn	obj	r_1026	infeasible		
ymn	obj	r_1027	infeasible		
ymn	obj	r_1028	infeasible		
ymn	obj	r_1029	infeasible		
ymn	obj	r_1030	infeasible		
ymn	obj	r_1031	infeasible		
ymn	obj	r_1032	infeasible		
ymn	obj	r_1033	infeasible		
ymn	obj	r_1034	infeasible		
ymn	obj	r_1035	infeasible		
ymn	obj	r_1036	infeasible		
ymn	obj	r_1037	infeasible		
ymn	obj	r_1038	infeasible		
ymn	obj	r_1039	infeasible		
ymn	obj	r_1040	infeasible		
ymn	obj	r_1041	infeasible		
ymn	obj	r_1042	infeasible		
ymn	obj	r_1043	infeasible		
ymn	obj	r_1045	infeasible		
ymn	obj	r_1046	infeasible		
ymn	obj	r_1047	infeasible		
ymn	obj	r_1048	infeasible		
ymn	obj	r_1049	infeasible		
ymn	obj	r_1050	infeasible		
ymn	obj	r_1051	infeasible		
ymn	obj	r_1054	infeasible		
ymn	obj	r_1055	infeasible		
ymn	obj	r_1056	infeasible		
ymn	obj	r_1057	infeasible		
ymn	obj	r_1058	infeasible		
ymn	obj	r_1063	infeasible		
ymn	obj	r_1065	infeasible		
ymn	obj	r_1066	infeasible		
ymn	obj	r_1067	infeasible		
ymn	obj	r_1068	infeasible		
ymn	obj	r_1069	infeasible		
ymn	obj	r_1070	infeasible		
ymn	obj	r_1071	infeasible		
ymn	obj	r_1072	infeasible		
ymn	obj	r_1073	infeasible		
ymn	obj	r_1074	infeasible		
ymn	obj	r_1075	infeasible		
ymn	obj	r_1076	infeasible		
ymn	obj	r_1077	infeasible		
ymn	obj	r_1078	infeasible		
ymn	obj	r_1079	infeasible		
ymn	obj	r_1080	infeasible		
ymn	obj	r_1081	infeasible		
ymn	obj	r_1082	infeasible		
ymn	obj	r_1083	infeasible		
ymn	obj	r_1084	infeasible		
ymn	obj	r_1085	infeasible		
ymn	obj	r_1086	infeasible		
ymn	obj	r_1087	infeasible		
ymn	obj	r_1088	infeasible		
ymn	obj	r_1089	infeasible		
ymn	obj	r_1090	infeasible		
ymn	obj	r_1091	infeasible		
ymn	obj	r_1092	infeasible		
ymn	obj	r_1093	infeasible		
ymn	obj	r_1094	infeasible		
ymn	obj	r_1095	infeasible		
ymn	obj	r_1096	infeasible		
ymn	obj	r_1097	infeasible		
ymn	obj	r_1098	infeasible		
ymn	obj	r_1099	infeasible		
ymn	obj	r_1100	infeasible		
ymn	obj	r_1101	infeasible		
ymn	obj	r_1103	infeasible		
ymn	obj	r_1104	infeasible		
ymn	obj	r_1106	infeasible		
ymn	obj	r_1107	infeasible		
ymn	obj	r_1108	infeasible		
ymn	obj	r_1109	infeasible		
ymn	obj	r_1110	infeasible		
ymn	obj	r_1111	infeasible		
ymn	obj	r_1112	infeasible		
ymn	obj	r_1113	infeasible		
ymn	obj	r_1114	infeasible		
ymn	obj	r_1115	infeasible		
ymn	obj	r_1116	infeasible		
ymn	obj	r_1118	infeasible		
ymn	obj	r_1119	infeasible		
ymn	obj	r_1120	infeasible		
ymn	obj	r_1121	infeasible		
ymn	obj	r_1122	infeasible		
ymn	obj	r_1123	infeasible		
ymn	obj	r_1124	infeasible		
ymn	obj	r_1125	infeasible		
ymn	obj	r_1126	infeasible		
ymn	obj	r_1127	infeasible		
ymn	obj	r_1128	infeasible		
ymn	obj	r_1129	infeasible		
ymn	obj	r_1130	infeasible		
ymn	obj	r_1131	infeasible		
ymn	obj	r_1132	infeasible		
ymn	obj	r_1133	infeasible		
ymn	obj	r_1134	infeasible		
ymn	obj	r_1135	infeasible		
ymn	obj	r_1136	infeasible		
ymn	obj	r_1137	infeasible		
ymn	obj	r_1138	infeasible		
ymn	obj	r_1139	infeasible		
ymn	obj	r_1146	infeasible		
ymn	obj	r_1147	infeasible		
ymn	obj	r_1148	infeasible		
ymn	obj	r_1149	infeasible		
ymn	obj	r_1151	infeasible		
ymn	obj	r_1161	infeasible		
ymn	obj	r_1162	infeasible		
ymn	obj	r_1164	infeasible		
ymn	obj	r_1165	infeasible		
ymn	obj	r_1166	infeasible		
