gene	value	status
b3454	0.9219480950504666	optimal
b2476	-7.974743887074493e-14	optimal
b3734	0.3623585002173808	optimal
b1380	0.9219480950509473	optimal
b0696	0.9219480950509473	optimal
b0653	0.9219480950509473	optimal
b1662	-1.1235071244610973e-15	optimal
b3608	2.3239626659471706e-17	optimal
b2687	0.9219480950504876	optimal
b1812	4.805470230436634e-16	optimal
b0116	0.8703815653307522	optimal
b3790	0.9219480950504735	optimal
b2026	3.962631838786472e-15	optimal
b1814	0.9219480950502746	optimal
b0679	0.9219480950502746	optimal
b3772	0.9219480950502746	optimal
b2240	0.9219480950502746	optimal
b1126	0.9219480950502746	optimal
b2315	-3.685318983576715e-15	optimal
b1236	0.9219480950504658	optimal
b0112	0.9219480950504658	optimal
b0181	-1.1169349295554634e-30	optimal
b3041	9.859733544198465e-27	optimal
b1093	2.8925750739769695e-30	optimal
b3566	0.9219480950504877	optimal
b0586	0.9219480950504877	optimal
b3437	0.9219480950504877	optimal
b0615	0.9219480950504877	optimal
b0158	0.9219480950504877	optimal
b0040	0.9219480950504877	optimal
b3769	0.9219480950504877	optimal
b3831	0.9219480950504877	optimal
b0871	0.9219480950504877	optimal
b2149	0.9219480950504877	optimal
b2975	0.9219480950504877	optimal
b1855	3.6915526486777077e-16	optimal
b0180	2.0965370049530056e-16	optimal
b0133	2.2410561634595244e-10	optimal
b2818	-1.2363141201417329e-15	optimal
b0945	-7.688823923106928e-16	optimal
b4227	0.9219480950504853	optimal
b0857	0.9219480950504853	optimal
b3894	0.9219480950504853	optimal
b1656	0.9219480950504853	optimal
b3926	0.9219419088056074	optimal
b2458	0.921948095050485	optimal
b2917	0.921948095050485	optimal
b2688	0.921948095050485	optimal
b2542	0.921948095050485	optimal
b1692	0.921948095050485	optimal
b2053	0.921948095050485	optimal
b0423	0.921948095050485	optimal
b1745	0.921948095050485	optimal
b3917	0.921948095050485	optimal
b2935	0.921948095050485	optimal
b4040	0.921948095050485	optimal
b0896	0.921948095050485	optimal
b3429	-2.2037904384869924e-16	optimal
b4014	0.9219480950504725	optimal
b1033	0.9219480950504725	optimal
b4196	0.9219480950504725	optimal
b4123	0.9219480950504725	optimal
b0368	0.9219480950504725	optimal
b2904	0.9219480950504725	optimal
b2779	0.7452932943570798	optimal
b4117	0.9219480950504627	optimal
b3846	0.9219480950504627	optimal
b0722	0.8733015758879268	optimal
b1676	0.9219480950504607	optimal
b4138	0.9219480950504607	optimal
b1261	1.7155186468525912e-16	optimal
b0529	0.8958133490906561	optimal
b4208	0.921948095050457	optimal
b0902	0.921948095050457	optimal
b1817	0.921948095050457	optimal
b1297	0.921948095050457	optimal
b2025	-1.2015179390883732e-15	optimal
b3966	0.9219480950504569	optimal
b2500	0.9195771553897297	optimal
b0918	1.6144572401717787e-15	optimal
b0242	0.9210537901591621	optimal
b3791	0.9219480950504771	optimal
b3528	0.9219480950504771	optimal
b0522	2.0808400640497613e-14	optimal
b2130	0.9219480950504788	optimal
b3117	0.9219480950504788	optimal
b3213	0.9219480950504788	optimal
b1851	0.9219480950504788	optimal
b2306	0.9219480950504788	optimal
b1227	0.9219480950504788	optimal
b2036	0.9219480950504788	optimal
b2536	0.9219480950504788	optimal
b3670	0.9219480950504788	optimal
b0352	0.9219480950504788	optimal
b4034	0.9219480950504788	optimal
b0972	0.9219480950504788	optimal
b0243	0.9210537901591659	optimal
b3991	0.9219480950504785	optimal
b2551	0.8894834975900953	optimal
b1264	-3.9906447451652844e-17	optimal
b1277	7.582225015814041e-16	optimal
b2265	0.9219480950504362	optimal
b0430	0.8739732910484861	optimal
b2478	1.1662207784430322e-15	optimal
b1819	0.9219480950504712	optimal
b0811	0.9219480950504712	optimal
b3794	0.9219480950504712	optimal
b2988	0.9219480950504712	optimal
b0063	0.9219480950504712	optimal
b3416	0.9219480950504712	optimal
b1746	0.9219480950504712	optimal
b2234	0.9219480950504712	optimal
b1900	0.9219480950504712	optimal
b3567	0.9219480950504712	optimal
b3583	0.9219480950504712	optimal
b0809	0.9219480950504712	optimal
b4151	0.9219480950504713	optimal
b3177	-1.3119983757484113e-16	optimal
b1095	-1.3119983757484113e-16	optimal
b2260	0.9219480950504704	optimal
b4036	0.9219480950504704	optimal
b0862	0.9219480950504704	optimal
b3997	0.9219480950504704	optimal
b0639	2.388988739006728e-11	optimal
b3930	0.9219480950504912	optimal
b2278	0.6606358592945951	optimal
b3958	-2.0439107545147477e-17	optimal
b3564	0.9219480950504705	optimal
b2039	0.9219480950504705	optimal
b1270	0.9219480950504705	optimal
b2393	0.9219480950504705	optimal
b3806	0.9219480950504705	optimal
b0729	0.9104503188689749	optimal
b2329	4.905385810835394e-16	optimal
b0521	0.9219480950504655	optimal
b3176	8.723100387840953e-17	optimal
b0516	0.9219480950504659	optimal
b3456	0.9219480950504659	optimal
b2411	0.9219480950504659	optimal
b3453	0.9219480950504659	optimal
b2168	0.9219480950504659	optimal
b4041	5.940717623005771e-16	optimal
b3137	0.9219480950504689	optimal
b1123	0.9219480950504689	optimal
b1276	0.9219480950504689	optimal
b0115	0.8926572600874725	optimal
b2133	0.9219480950504683	optimal
b0421	0.9219480950504683	optimal
b0652	0.9219480950504683	optimal
b3063	0.9219480950504683	optimal
b2038	0.9219480950504683	optimal
b3458	0.9219480950504683	optimal
b1210	0.9219480950504683	optimal
b2943	0.9219480950504683	optimal
b1621	0.9219480950504683	optimal
b2472	-6.418694028275484e-16	optimal
b2092	0.921948095050469	optimal
b1767	0.921948095050469	optimal
b4015	0.921948095050469	optimal
b0928	6.970882159274062e-15	optimal
b3073	0.9219480950504664	optimal
b2167	0.9219480950504664	optimal
b3365	0.9219480950504664	optimal
b3224	0.9219480950504664	optimal
b0077	0.9219480950504664	optimal
b1386	0.9219480950504664	optimal
b2312	-2.3877288877565298e-14	optimal
b2262	0.9219480950504578	optimal
b3281	0.9219480950504578	optimal
b3752	0.9219480950504578	optimal
b3960	8.632425479958532e-17	optimal
b0121	-1.3811880767933651e-16	optimal
b1476	0.9219480950504717	optimal
b3403	0.9219480950504717	optimal
b0175	-8.202530691056597e-14	optimal
b0474	-3.9398468008532797e-16	optimal
b2323	1.1272695859447693e-16	optimal
b4265	0.9219480950504664	optimal
b2052	0.9219480950504664	optimal
b3452	0.9219480950504664	optimal
b0109	-4.76138192238973e-13	optimal
b2424	1.850685916818767e-14	optimal
b3804	0.9219480950504662	optimal
b4382	0.9219480950504662	optimal
b3634	-2.0916288895277202e-15	optimal
b1442	0.9219480950504705	optimal
b2515	0.9219480950504705	optimal
b2241	0.9219480950504705	optimal
b2563	0.9219480950504705	optimal
b2937	0.9219480950504705	optimal
b1475	0.9219480950504705	optimal
b3189	3.214631928765531e-17	optimal
b2497	0.9219480950504706	optimal
b2780	5.63691523986196e-17	optimal
b0511	0.921948095050474	optimal
b0185	2.128775186541803e-14	optimal
b2498	0.9219480950504746	optimal
b1744	0.9219480950504746	optimal
b4229	0.9219480950504746	optimal
b0693	0.9219480950504746	optimal
b3409	0.9219480950504746	optimal
b3360	-1.6302776210168052e-15	optimal
b0199	0.921948095050473	optimal
b2416	0.898972527062495	optimal
b3367	0.921948095051114	optimal
b3386	0.921948095051114	optimal
b0160	0.921948095051114	optimal
b4153	0.921948095051114	optimal
b2788	0.921948095051114	optimal
b2492	0.921948095051114	optimal
b3671	0.921948095051114	optimal
b3517	0.921948095051114	optimal
b3430	4.396647503520956e-15	optimal
b4197	0.9219480950514395	optimal
b2104	0.9219480950514395	optimal
b2841	0.9219480950514395	optimal
b1238	0.9219480950514395	optimal
b1474	0.9219480950514395	optimal
b0617	0.9219480950514395	optimal
b2539	0.9219480950514395	optimal
b1417	0.9219480950514395	optimal
b0088	4.3302449706558605e-16	optimal
b0512	0.9219480950504665	optimal
b0386	-2.9599136239935693e-16	optimal
b2883	0.9219480950504589	optimal
b0068	0.9219480950504589	optimal
b0078	0.9219480950504589	optimal
b0349	0.9219480950504589	optimal
b4025	0.9059834154159688	optimal
b4407	0.9219480950504345	optimal
b1638	0.9219480950504345	optimal
b0365	0.9219480950504345	optimal
b2406	0.9219480950504345	optimal
b0343	0.9219480950504345	optimal
b3255	2.361888154388708e-16	optimal
b0032	0.9219480950503001	optimal
b3787	0.9219480950503001	optimal
b1125	0.9219480950503001	optimal
b3622	1.7714161157915312e-15	optimal
b1852	0.9014927680265642	optimal
b2286	0.6606358592945922	optimal
b2538	0.9219480950504791	optimal
b2585	0.0	optimal
b4069	0.9219480950504677	optimal
b1232	0.9217166524181059	optimal
b0954	-9.386714334481685e-16	optimal
b3008	0.9219480950504627	optimal
b1262	-3.1946225581517625e-17	optimal
b2091	0.9219480950504696	optimal
b0071	-1.302809276166997e-15	optimal
b2283	0.660635859294604	optimal
b3805	0.9219480950504826	optimal
b2311	0.9219480950504826	optimal
b0825	0.9219480950504826	optimal
b3993	0.9219480950504826	optimal
b0159	9.623624448109922e-16	optimal
b3732	0.36235850021725646	optimal
b3172	-6.188521203621372e-16	optimal
b3654	0.921948095050468	optimal
b0367	0.921948095050468	optimal
b2781	0.921948095050468	optimal
b0915	-1.0813504020801032e-15	optimal
b0974	0.9219480950504726	optimal
b2903	0.9219480950504726	optimal
b1091	0.9205805116533686	optimal
b4254	0.9219480950504726	optimal
b4388	-1.5245384577997194e-16	optimal
b1398	0.9219480950504679	optimal
b3941	-6.479506800016606e-16	optimal
b1416	0.9219480950504696	optimal
b0351	0.9219480950504696	optimal
b1636	0.9219480950504696	optimal
b0336	0.9219480950504696	optimal
b1702	0.9219480950504696	optimal
b3380	0.9219480950504696	optimal
b1897	0.9219480950504696	optimal
b1872	0.9219480950504696	optimal
b3426	0.9219480950504696	optimal
b0856	0.9219480950504696	optimal
b0019	0.9219480950504696	optimal
b2378	0.9219480950504696	optimal
b3789	0.9219480950504696	optimal
b2518	1.2716337550226108e-15	optimal
b0200	1.7340460295762874e-16	optimal
b1747	0.9219480950504708	optimal
b0197	0.9219480950504708	optimal
b3640	0.9219480950504708	optimal
b0099	0.9219480950504708	optimal
b0595	0.9219480950504708	optimal
b4245	0.0	optimal
b2508	-9.271736944024182e-17	optimal
b0333	0.9219480950504798	optimal
b3425	0.9219480950504798	optimal
b3588	0.9219480950504798	optimal
b0678	0.9219480950504798	optimal
b2530	0.9219480950504798	optimal
b3744	0.9209729624404086	optimal
b4077	0.9219480950504798	optimal
b0759	0.9219480950504798	optimal
b1096	2.033722265524592e-14	optimal
b2310	0.9219480950505108	optimal
b2095	0.9219480950505108	optimal
b0638	0.9219480950505108	optimal
b2927	0.9219480950505108	optimal
b2907	0.9219480950505108	optimal
b3849	0.9219480950505108	optimal
b0723	0.8733015758868892	optimal
b0062	0.9219480950502057	optimal
b0212	0.9219480950502057	optimal
b1613	0.9219480950502057	optimal
b1492	0.9219480950502057	optimal
b3726	0.9219480950502057	optimal
b2309	0.9219480950502057	optimal
b3605	0.9219480950502057	optimal
b0350	0.9219480950502057	optimal
b2279	0.6606358592945899	optimal
b1912	-1.127664433506956e-15	optimal
b1385	0.9219480950504647	optimal
b1014	0.9219480950504647	optimal
b4267	0.9219480950504647	optimal
b2704	0.9219480950504647	optimal
b4301	0.9219480950504647	optimal
b0904	0.9219480950504647	optimal
b3455	0.9219480950504647	optimal
b1249	8.742145663111325e-16	optimal
b0692	0.9219480950504642	optimal
b0576	0.9219480950504642	optimal
b2103	0.9219480950504642	optimal
b1651	0.9219480950504642	optimal
b2747	0.9219480950504642	optimal
b2499	2.1446629873111433e-14	optimal
b0118	0.9219480950504589	optimal
b2066	0.9219480950504577	optimal
b2284	0.6606358592945704	optimal
b3132	0.9219480950504342	optimal
b2827	-9.245457836963864e-15	optimal
b0341	0.9219480950504768	optimal
b3951	0.9219480950504768	optimal
b2663	0.9219480950504768	optimal
b2587	0.9219480950504768	optimal
b1693	1.0274444801354872e-15	optimal
b2703	0.9219480950504677	optimal
b3739	0.36235850021726396	optimal
b4323	0.9219480950504827	optimal
b4033	0.9219480950504827	optimal
b0697	0.9219480950504827	optimal
b3390	0.9219480950504827	optimal
b3786	0.9219480950504827	optimal
b2297	0.9219480950504827	optimal
b2042	0.9219480950504827	optimal
b1493	0.9219480950504827	optimal
b3551	0.9219480950504827	optimal
b4005	9.326371113464963e-15	optimal
b3607	1.0594682537450919e-15	optimal
b4139	0.9219480950504688	optimal
b2021	-1.5906695417306935e-16	optimal
b2022	-1.5906695417306935e-16	optimal
b0910	0.9190775763993411	optimal
b0507	0.921948095050469	optimal
b1281	-3.472942425941197e-16	optimal
b0870	0.9219480950504655	optimal
b0907	2.9149693796035183e-15	optimal
b0721	0.8733015758879329	optimal
b3730	3.1118624298807196e-16	optimal
b2415	0.8989725270624526	optimal
b3902	0.9219480950504692	optimal
b3620	-1.400338093446324e-14	optimal
b4226	8.005450863727034e-15	optimal
b0091	7.042170175990167e-16	optimal
b3116	0.9219480950504652	optimal
b3708	0.9216662017024759	optimal
b3236	0.8814605051328614	optimal
b3918	0.9219480950504679	optimal
b0514	0.9219480950504679	optimal
b2675	0.9219480950504679	optimal
b0931	0.9219480950504679	optimal
b0754	0.9219480950504679	optimal
b3929	0.9219480950504679	optimal
b1288	-1.4138295874580024e-15	optimal
b3161	0.9219480950504764	optimal
b0314	0.9219480950504764	optimal
b3115	0.9219480950504764	optimal
b1521	0.9219480950504764	optimal
b3957	7.54492816359018e-15	optimal
b1200	0.921948095050456	optimal
b3749	0.921948095050456	optimal
b2574	-5.574754274300284e-12	optimal
b1098	5.796023989409668e-16	optimal
b0072	5.95809529746834e-16	optimal
b3450	0.9219480950504555	optimal
b2947	0.9219480950504555	optimal
b3729	-4.825067893495766e-16	optimal
b3617	0.9219480950504467	optimal
b3994	0.9219480950504467	optimal
b3821	0.9219480950504467	optimal
b3111	0.9219480950504467	optimal
b4054	0.9219480950504467	optimal
b0688	0.9219480950504467	optimal
b0007	0.9219480950504467	optimal
b3992	0.9219480950504467	optimal
b0662	0.9219480950504467	optimal
b3572	0.9219480950504467	optimal
b4160	-2.5797969968646394e-16	optimal
b2281	0.6606358592944375	optimal
b3114	0.9219480950504327	optimal
b1723	0.9219480950504327	optimal
b1865	0.9219480950504327	optimal
b1225	0.9219480950504327	optimal
b0428	0.9219480950504327	optimal
b2143	0.9219480950504327	optimal
b4232	0.9219480950504327	optimal
b0508	0.9219480950504327	optimal
b1101	0.9219480950504327	optimal
b3648	5.29658082914753e-16	optimal
b0775	0.9219480950504553	optimal
b1215	-1.831539568581458e-16	optimal
b2436	0.9219480950504729	optimal
b2041	0.9219480950504729	optimal
b3939	-2.6682700535304722e-17	optimal
b3565	0.9219480950504676	optimal
b2224	0.9219480950504676	optimal
b0485	0.9219480950504676	optimal
b0596	0.9219480950504676	optimal
b3642	2.3863228333176194e-13	optimal
b0348	0.9219480950504753	optimal
b1415	6.886812624719811e-16	optimal
b3727	0.9219480950504796	optimal
b3665	0.9219480950504796	optimal
b1260	1.1474959979561517e-15	optimal
b1469	0.9219480950504615	optimal
b2926	0.6250126844973259	optimal
b4230	0.9219480950504637	optimal
b0855	0.9219480950504637	optimal
b0864	0.9219480950504637	optimal
b3415	0.9219480950504637	optimal
b2400	0.9219480950504637	optimal
b4032	0.9219480950504637	optimal
b0381	0.9219480950504637	optimal
b0004	0.9219480950504637	optimal
b0727	0.906129051989036	optimal
b3225	0.9219480950504686	optimal
b0776	0.9219480950504686	optimal
b2676	0.9219480950504686	optimal
b1015	0.9219480950504686	optimal
b0429	0.8739732910485227	optimal
b1761	0.8529802577995679	optimal
b3737	0.3623585002172543	optimal
b0339	0.9219480950504642	optimal
b2803	0.9219480950504642	optimal
b0031	8.616373696799303e-15	optimal
b2662	0.9219480950504575	optimal
b1873	0.9219480950504575	optimal
b2801	0.9219480950504575	optimal
b2874	0.9219480950504575	optimal
b1226	0.9219480950504575	optimal
b2049	0.9219480950504575	optimal
b2235	0.9219480950504575	optimal
b0698	0.9219480950504575	optimal
b3460	0.9219480950504575	optimal
b1443	0.9219480950504575	optimal
b0029	0.9219480950504575	optimal
b1773	0.9219480950504575	optimal
b0331	0.9219480950504575	optimal
b3909	0.9219480950504575	optimal
b2942	-1.3079465951120551e-14	optimal
b1223	0.9219480950504704	optimal
b3835	0.9219480950504704	optimal
b0086	-3.6253129902487425e-17	optimal
b2925	0.9219480950504709	optimal
b2344	0.9219480950504709	optimal
b2296	0.9219480950504709	optimal
b3959	-4.3361589810026214e-16	optimal
b2094	0.9219480950504697	optimal
b1907	0.9219480950504655	optimal
b2131	0.9219480950504655	optimal
b0757	0.9219480950504655	optimal
b3952	0.9219480950504655	optimal
b2787	0.9219480950504655	optimal
b2417	0.9219480950504655	optimal
b2889	0.9219480950504655	optimal
b2288	0.6606358592945868	optimal
b1224	0.9219480950504768	optimal
b0198	0.9219480950504768	optimal
b2919	0.9219480950504768	optimal
b0431	0.8739732910484862	optimal
b3366	0.9219480950504626	optimal
b3061	0.9219480950504626	optimal
b1623	0.9219480950504626	optimal
b1440	0.9219480950504626	optimal
b3112	0.9219480950504626	optimal
b3359	-2.834140945733935e-16	optimal
b0003	0.9219480950504646	optimal
b0583	0.9219480950504646	optimal
b3128	0.9219480950504646	optimal
b1006	0.9219480950504646	optimal
b3553	0.9219480950504646	optimal
b3774	1.0845420039498894e-14	optimal
b2421	0.9219480950504476	optimal
b3893	0.9219480950504476	optimal
b4154	0.9219480950504476	optimal
b3919	0.8445864993220232	optimal
b3750	0.9219480950504473	optimal
b2282	0.6606358592945877	optimal
b0728	0.9104503188689786	optimal
b3870	0.9219480950504642	optimal
b0114	0.8926572600874745	optimal
b2751	-2.5426936816716598e-15	optimal
b0594	0.9219480950504628	optimal
b3451	0.9219480950504628	optimal
b2024	6.324442056545682e-16	optimal
b0334	0.9219480950504729	optimal
b3666	0.9219480950504729	optimal
b3187	0.9219480950504729	optimal
b2678	0.9219480950504729	optimal
b0908	7.743362591062921e-14	optimal
b4240	0.9219480950504656	optimal
b4268	0.9219480950504656	optimal
b0755	0.9219480950504656	optimal
b0417	0.9219480950504656	optimal
b4231	0.9219480950504656	optimal
b0182	-6.522788870612363e-16	optimal
b2019	-8.075833839805782e-16	optimal
b3767	0.9219480950504838	optimal
b4244	-3.4424344802964473e-16	optimal
b1109	0.9219480950504658	optimal
b2702	0.9219480950504658	optimal
b4177	-6.292390858815028e-15	optimal
b2601	0.9219480950504645	optimal
b3125	0.9219480950504645	optimal
b4383	0.920738105500307	optimal
b3256	-2.4831729772867677e-15	optimal
b2901	0.9219480950504491	optimal
b0008	0.9219480950504491	optimal
b3012	0.9219480950504491	optimal
b3916	0.9219480950504491	optimal
b3768	0.9219480950504491	optimal
b0356	0.9219480950504491	optimal
b3223	0.9219480950504491	optimal
b3616	0.9219480950504491	optimal
b3945	0.9219480950504491	optimal
b1740	-6.82120621854718e-12	optimal
b1602	0.9219480950503814	optimal
b0131	-8.649117175264117e-10	optimal
b2128	0.9219480950504622	optimal
b1198	0.9219480950504729	optimal
b2976	0.9219480950504729	optimal
b1748	0.9219480950504729	optimal
b2441	0.9219480950504729	optimal
b1302	0.9219480950504729	optimal
b3500	0.9219480950504729	optimal
b3092	0.9219480950504729	optimal
b3770	-5.706961972018284e-16	optimal
b2723	0.9219480950504729	optimal
b0451	-3.317171646235628e-15	optimal
b2938	0.9219480950504729	optimal
b2564	0.9219480950504729	optimal
b2738	0.9219480950504729	optimal
b0126	0.9219480950504729	optimal
b2132	0.9219480950504729	optimal
b3089	0.9219480950504729	optimal
b4322	0.9219480950504729	optimal
b1818	0.9219480950504729	optimal
b2210	0.9219480950504729	optimal
b2724	0.9219480950504729	optimal
b3389	-5.136265774816456e-15	optimal
b2129	0.9219480950504639	optimal
b3062	0.9219480950504639	optimal
b2965	0.9219480950504639	optimal
b1704	0.9219480950504639	optimal
b2905	0.9219480950504639	optimal
b1190	0.9219480950504639	optimal
b2093	0.9219480950504639	optimal
b3093	0.9219480950504639	optimal
b1603	0.9219480950504639	optimal
b2789	0.9219480950504639	optimal
b4152	0.9219480950504639	optimal
b0369	0.9219480950504639	optimal
b0090	1.0868762793579231e-16	optimal
b2040	0.9219480950504542	optimal
b2802	0.9219480950504542	optimal
b0860	0.9219480950504542	optimal
b3771	-3.006571507773855e-14	optimal
b0593	0.9219480950504789	optimal
b0750	1.215559613676021e-11	optimal
b4079	0.9219480950504768	optimal
b2045	0.9219480950504768	optimal
b3803	0.9219480950504655	optimal
b4131	0.9219480950504655	optimal
b3850	0.9219480950504655	optimal
b4019	0.9219480950504655	optimal
b0888	1.440370331450487e-14	optimal
b2763	-4.573267617490676e-15	optimal
b2414	0.9219480950504745	optimal
b0469	0.9219480950504745	optimal
b0903	0.9219480950504745	optimal
b3748	0.9219480950504745	optimal
b0096	1.2067358502900442e-15	optimal
b1991	0.9219480950504948	optimal
b2836	0.9219480950504948	optimal
b1054	1.4432209540846528e-15	optimal
b2679	0.9219480950504957	optimal
b0677	0.9219480950504957	optimal
b3633	-2.206255141883324e-17	optimal
b1479	0.9219480950504613	optimal
b4395	0.9219480950504613	optimal
b3599	0.9219480950504613	optimal
b0120	1.9775904252754146e-14	optimal
b2750	-3.776354974833858e-18	optimal
b0778	0.9219480950504708	optimal
b3621	-2.1757173156674919e-16	optimal
b3222	0.9219480950504738	optimal
b0171	0.9217375642928906	optimal
b4198	0.9219480950504738	optimal
b2600	7.467213340442455e-16	optimal
b1612	0.9219480950504727	optimal
b0340	0.9219480950504727	optimal
b2316	-3.2499763505148247e-15	optimal
b2752	6.964235036817482e-16	optimal
b4384	0.9219480950504753	optimal
b0523	3.8443834550623406e-14	optimal
b2987	0.9219480950504592	optimal
b3619	-2.3281963999315833e-16	optimal
b3907	0.9219480950504603	optimal
b1764	0.9219480950504603	optimal
b4042	-4.1435506295221973e-16	optimal
b2719	0.9219480950504616	optimal
b3433	1.4759464799774036e-17	optimal
b2156	0.9219480950504677	optimal
b2599	1.1733738687511587e-16	optimal
b1207	-2.9222051795756286e-15	optimal
b3788	0.9219480950505088	optimal
b3626	-9.443302975787453e-17	optimal
b1849	0.9219480950504689	optimal
b0401	0.9219480950504689	optimal
b2276	0.6606358592945936	optimal
b4013	2.443369835295472e-16	optimal
b0344	0.9219480950504658	optimal
b0475	0.9219480950504658	optimal
b4035	0.9219480950504658	optimal
b2913	2.5464879681606466e-14	optimal
b0388	0.9219480950504478	optimal
b2097	0.9219480950504478	optimal
b2764	3.4897233224267906e-14	optimal
b4090	0.9219480950504542	optimal
b1584	0.9219480950504542	optimal
b3692	0.9219480950504542	optimal
b0774	0.9219480950504542	optimal
b3738	0.3623585002172547	optimal
b1768	0.9219480950504645	optimal
b3892	0.9219480950504645	optimal
b0186	0.9219480950504645	optimal
b3526	0.9219480950504645	optimal
b0125	0.9219480950504645	optimal
b2425	0.9219480950504645	optimal
b3736	0.3623585002172657	optimal
b0432	0.8739732910484871	optimal
b2997	0.9219480950504698	optimal
b2533	0.9219480950504698	optimal
b1189	0.9219480950504698	optimal
b4381	0.9207381055003125	optimal
b3940	0.9219480950504693	optimal
b0049	0.9219480950504693	optimal
b0734	0.9219480950504693	optimal
b3258	0.9219480950504693	optimal
b1441	0.9219480950504693	optimal
b3581	0.9219480950504693	optimal
b2020	1.0109521286933495e-15	optimal
b0720	2.1596186100520798e-16	optimal
b0861	0.9219480950504562	optimal
b3385	0.9219480950504562	optimal
b0025	0.0	optimal
b0505	0.9219480950504666	optimal
b3691	0.9219480950504666	optimal
b1524	0.9219480950504666	optimal
b2661	0.9219480950504666	optimal
b0124	0.9219480950504666	optimal
b1131	-1.8508584151970395e-15	optimal
b1605	0.9219480950504666	optimal
b4120	0.9219480950504666	optimal
b3793	0.9219480950504666	optimal
b3493	0.9219480950504666	optimal
b1519	0.9219480950504666	optimal
b3212	0.9219480950504666	optimal
b2264	0.9219480950504666	optimal
b1092	5.376685302258731e-18	optimal
b3728	0.9219480950504593	optimal
b0323	0.9219480950504593	optimal
b0751	0.9219480950504593	optimal
b3058	1.3322186891644223e-17	optimal
b1732	0.921948095050465	optimal
b4122	0.921948095050465	optimal
b1993	0.921948095050465	optimal
b2153	2.0242372541075877e-15	optimal
b3990	0.9219480950504684	optimal
b3603	0.9219480950504684	optimal
b3751	0.9219480950504684	optimal
b0085	-8.3352509219085355e-16	optimal
b2028	0.9219480950504686	optimal
b1216	0.9219480950504686	optimal
b3974	-1.0010320202189322e-15	optimal
b2023	-1.8837737132658233e-12	optimal
b3428	0.9219480950504643	optimal
b2746	0.9219480950504643	optimal
b0222	1.1284669342391074e-16	optimal
b0894	0.9219480950504642	optimal
b0038	0.9219480950504642	optimal
b0726	0.9061290519890398	optimal
b3972	-2.852952130489302e-16	optimal
