model	objective	gene	status	value
iJR904.xml.gz	obj	G_b0759	optimal	0.921948
iJR904.xml.gz	obj	G_b0774	optimal	0.921948
iJR904.xml.gz	obj	G_b0775	optimal	0.921948
iJR904.xml.gz	obj	G_b0776	optimal	0.921948
iJR904.xml.gz	obj	G_b0778	optimal	0.921948
iJR904.xml.gz	obj	G_b0809	optimal	0.921948
iJR904.xml.gz	obj	G_b0810	optimal	0.921948
iJR904.xml.gz	obj	G_b0811	optimal	0.921948
iJR904.xml.gz	obj	G_b0825	optimal	0.921948
iJR904.xml.gz	obj	G_b0828	optimal	0.921948
iJR904.xml.gz	obj	G_b0854	optimal	0.921948
iJR904.xml.gz	obj	G_b0855	optimal	0.921948
iJR904.xml.gz	obj	G_b0856	optimal	0.921948
iJR904.xml.gz	obj	G_b0857	optimal	0.921948
iJR904.xml.gz	obj	G_b0860	optimal	0.921948
iJR904.xml.gz	obj	G_b0861	optimal	0.921948
iJR904.xml.gz	obj	G_b0862	optimal	0.921948
iJR904.xml.gz	obj	G_b0864	optimal	0.921948
iJR904.xml.gz	obj	G_b0870	optimal	0.921948
iJR904.xml.gz	obj	G_b0871	optimal	0.921948
iJR904.xml.gz	obj	G_b0888	optimal	0.0
iJR904.xml.gz	obj	G_b0894	optimal	0.921948
iJR904.xml.gz	obj	G_b0895	optimal	0.921948
iJR904.xml.gz	obj	G_b0896	optimal	0.921948
iJR904.xml.gz	obj	G_b0902	optimal	0.921948
iJR904.xml.gz	obj	G_b0903	optimal	0.921948
iJR904.xml.gz	obj	G_b0904	optimal	0.921948
iJR904.xml.gz	obj	G_b0907	optimal	0.0
iJR904.xml.gz	obj	G_b0908	optimal	0.0
iJR904.xml.gz	obj	G_b0910	optimal	0.919078
iJR904.xml.gz	obj	G_b0915	optimal	0.0
iJR904.xml.gz	obj	G_b0918	optimal	0.0
iJR904.xml.gz	obj	G_b0928	optimal	0.0
iJR904.xml.gz	obj	G_b0931	optimal	0.921948
iJR904.xml.gz	obj	G_b0945	optimal	0.0
iJR904.xml.gz	obj	G_b0954	optimal	0.0
iJR904.xml.gz	obj	G_b0963	optimal	0.921948
iJR904.xml.gz	obj	G_b0972	optimal	0.921948
iJR904.xml.gz	obj	G_b0973	optimal	0.921948
iJR904.xml.gz	obj	G_b0974	optimal	0.921948
iJR904.xml.gz	obj	G_b0996	optimal	0.921948
iJR904.xml.gz	obj	G_b0997	optimal	0.921948
iJR904.xml.gz	obj	G_b1002	optimal	0.921948
iJR904.xml.gz	obj	G_b1006	optimal	0.921948
iJR904.xml.gz	obj	G_b1014	optimal	0.921948
iJR904.xml.gz	obj	G_b1015	optimal	0.921948
iJR904.xml.gz	obj	G_b1033	optimal	0.921948
iJR904.xml.gz	obj	G_b1054	optimal	0.0
iJR904.xml.gz	obj	G_b1062	optimal	0.0
iJR904.xml.gz	obj	G_b1091	optimal	0.920581
iJR904.xml.gz	obj	G_b1092	optimal	0.0
iJR904.xml.gz	obj	G_b1093	optimal	0.0
iJR904.xml.gz	obj	G_b1095	optimal	0.0
iJR904.xml.gz	obj	G_b1096	optimal	0.0
iJR904.xml.gz	obj	G_b1098	optimal	0.0
iJR904.xml.gz	obj	G_b1101	optimal	0.921948
iJR904.xml.gz	obj	G_b1109	optimal	0.921948
iJR904.xml.gz	obj	G_b1123	optimal	0.921948
iJR904.xml.gz	obj	G_b1124	optimal	0.921948
iJR904.xml.gz	obj	G_b1125	optimal	0.921948
iJR904.xml.gz	obj	G_b1126	optimal	0.921948
iJR904.xml.gz	obj	G_b1131	optimal	0.0
iJR904.xml.gz	obj	G_b1136	optimal	0.0
iJR904.xml.gz	obj	G_b1186	optimal	0.921948
iJR904.xml.gz	obj	G_b1189	optimal	0.921948
iJR904.xml.gz	obj	G_b1190	optimal	0.921948
iJR904.xml.gz	obj	G_b1197	optimal	0.921948
iJR904.xml.gz	obj	G_b1198	optimal	0.921948
iJR904.xml.gz	obj	G_b1199	optimal	0.921948
iJR904.xml.gz	obj	G_b1200	optimal	0.921948
iJR904.xml.gz	obj	G_b1207	optimal	0.0
iJR904.xml.gz	obj	G_b1208	optimal	0.921948
iJR904.xml.gz	obj	G_b1210	optimal	0.921948
iJR904.xml.gz	obj	G_b1215	optimal	0.0
iJR904.xml.gz	obj	G_b1216	optimal	0.921948
iJR904.xml.gz	obj	G_b1223	optimal	0.921948
iJR904.xml.gz	obj	G_b1224	optimal	0.921948
iJR904.xml.gz	obj	G_b1225	optimal	0.921948
iJR904.xml.gz	obj	G_b1226	optimal	0.921948
iJR904.xml.gz	obj	G_b1227	optimal	0.921948
iJR904.xml.gz	obj	G_b1232	optimal	0.921717
iJR904.xml.gz	obj	G_b1236	optimal	0.921948
iJR904.xml.gz	obj	G_b1238	optimal	0.921948
iJR904.xml.gz	obj	G_b1241	optimal	0.921948
iJR904.xml.gz	obj	G_b1249	optimal	0.0
iJR904.xml.gz	obj	G_b1260	optimal	0.0
iJR904.xml.gz	obj	G_b1261	optimal	0.0
iJR904.xml.gz	obj	G_b1262	optimal	0.0
iJR904.xml.gz	obj	G_b1263	optimal	0.0
iJR904.xml.gz	obj	G_b1264	optimal	0.0
iJR904.xml.gz	obj	G_b1270	optimal	0.921948
iJR904.xml.gz	obj	G_b1276	optimal	0.921948
iJR904.xml.gz	obj	G_b1277	optimal	0.0
iJR904.xml.gz	obj	G_b1278	optimal	0.921948
iJR904.xml.gz	obj	G_b1281	optimal	0.0
iJR904.xml.gz	obj	G_b1288	optimal	0.0
iJR904.xml.gz	obj	G_b1297	optimal	0.921948
iJR904.xml.gz	obj	G_b1300	optimal	0.921948
iJR904.xml.gz	obj	G_b1302	optimal	0.921948
iJR904.xml.gz	obj	G_b1363	optimal	0.921948
iJR904.xml.gz	obj	G_b1380	optimal	0.921948
iJR904.xml.gz	obj	G_b1385	optimal	0.921948
iJR904.xml.gz	obj	G_b1386	optimal	0.921948
iJR904.xml.gz	obj	G_b1398	optimal	0.921948
iJR904.xml.gz	obj	G_b1415	optimal	0.0
iJR904.xml.gz	obj	G_b1416	optimal	0.921948
iJR904.xml.gz	obj	G_b1417	optimal	0.921948
iJR904.xml.gz	obj	G_b1440	optimal	0.921948
iJR904.xml.gz	obj	G_b1441	optimal	0.921948
iJR904.xml.gz	obj	G_b1442	optimal	0.921948
iJR904.xml.gz	obj	G_b1443	optimal	0.921948
iJR904.xml.gz	obj	G_b1469	optimal	0.921948
iJR904.xml.gz	obj	G_b1474	optimal	0.921948
iJR904.xml.gz	obj	G_b1475	optimal	0.921948
iJR904.xml.gz	obj	G_b1476	optimal	0.921948
iJR904.xml.gz	obj	G_b1479	optimal	0.921948
iJR904.xml.gz	obj	G_b1492	optimal	0.921948
iJR904.xml.gz	obj	G_b1493	optimal	0.921948
iJR904.xml.gz	obj	G_b1519	optimal	0.921948
iJR904.xml.gz	obj	G_b1521	optimal	0.921948
iJR904.xml.gz	obj	G_b1524	optimal	0.921948
iJR904.xml.gz	obj	G_b1584	optimal	0.921948
iJR904.xml.gz	obj	G_b1602	optimal	0.921948
iJR904.xml.gz	obj	G_b1603	optimal	0.921948
iJR904.xml.gz	obj	G_b1605	optimal	0.921948
iJR904.xml.gz	obj	G_b1611	optimal	0.921948
iJR904.xml.gz	obj	G_b1612	optimal	0.921948
iJR904.xml.gz	obj	G_b1613	optimal	0.921948
iJR904.xml.gz	obj	G_b1621	optimal	0.921948
iJR904.xml.gz	obj	G_b1622	optimal	0.921948
iJR904.xml.gz	obj	G_b1623	optimal	0.921948
iJR904.xml.gz	obj	G_b1636	optimal	0.921948
iJR904.xml.gz	obj	G_b1638	optimal	0.921948
iJR904.xml.gz	obj	G_b1646	optimal	0.921948
iJR904.xml.gz	obj	G_b1651	optimal	0.921948
iJR904.xml.gz	obj	G_b1656	optimal	0.921948
iJR904.xml.gz	obj	G_b1662	optimal	0.0
iJR904.xml.gz	obj	G_b1676	optimal	0.921948
iJR904.xml.gz	obj	G_b1692	optimal	0.921948
iJR904.xml.gz	obj	G_b1693	optimal	0.0
iJR904.xml.gz	obj	G_b1702	optimal	0.921948
iJR904.xml.gz	obj	G_b1704	optimal	0.921948
iJR904.xml.gz	obj	G_b1709	optimal	0.921948
iJR904.xml.gz	obj	G_b1711	optimal	0.921948
iJR904.xml.gz	obj	G_b1723	optimal	0.921948
iJR904.xml.gz	obj	G_b1732	optimal	0.921948
iJR904.xml.gz	obj	G_b1740	optimal	0.0
iJR904.xml.gz	obj	G_b1744	optimal	0.921948
iJR904.xml.gz	obj	G_b1745	optimal	0.921948
iJR904.xml.gz	obj	G_b1746	optimal	0.921948
iJR904.xml.gz	obj	G_b1747	optimal	0.921948
iJR904.xml.gz	obj	G_b1748	optimal	0.921948
iJR904.xml.gz	obj	G_b1761	optimal	0.85298
iJR904.xml.gz	obj	G_b1764	optimal	0.921948
iJR904.xml.gz	obj	G_b1767	optimal	0.921948
iJR904.xml.gz	obj	G_b1768	optimal	0.921948
iJR904.xml.gz	obj	G_b1773	optimal	0.921948
iJR904.xml.gz	obj	G_b1779	optimal	0.921948
iJR904.xml.gz	obj	G_b1801	optimal	0.921948
iJR904.xml.gz	obj	G_b1805	optimal	0.921948
iJR904.xml.gz	obj	G_b1812	optimal	0.0
iJR904.xml.gz	obj	G_b1814	optimal	0.921948
iJR904.xml.gz	obj	G_b1817	optimal	0.921948
iJR904.xml.gz	obj	G_b1818	optimal	0.921948
iJR904.xml.gz	obj	G_b1819	optimal	0.921948
iJR904.xml.gz	obj	G_b1849	optimal	0.921948
iJR904.xml.gz	obj	G_b1850	optimal	0.921948
iJR904.xml.gz	obj	G_b1851	optimal	0.921948
iJR904.xml.gz	obj	G_b1852	optimal	0.901493
iJR904.xml.gz	obj	G_b1854	optimal	0.921948
iJR904.xml.gz	obj	G_b1855	optimal	0.0
iJR904.xml.gz	obj	G_b1865	optimal	0.921948
iJR904.xml.gz	obj	G_b1872	optimal	0.921948
iJR904.xml.gz	obj	G_b1873	optimal	0.921948
iJR904.xml.gz	obj	G_b1896	optimal	0.921948
iJR904.xml.gz	obj	G_b1897	optimal	0.921948
iJR904.xml.gz	obj	G_b1898	optimal	0.921948
iJR904.xml.gz	obj	G_b1899	optimal	0.921948
iJR904.xml.gz	obj	G_b1900	optimal	0.921948
iJR904.xml.gz	obj	G_b1901	optimal	0.921948
iJR904.xml.gz	obj	G_b1907	optimal	0.921948
iJR904.xml.gz	obj	G_b1912	optimal	0.0
iJR904.xml.gz	obj	G_b1982	optimal	0.921948
iJR904.xml.gz	obj	G_b1991	optimal	0.921948
iJR904.xml.gz	obj	G_b1992	optimal	0.921948
iJR904.xml.gz	obj	G_b1993	optimal	0.921948
iJR904.xml.gz	obj	G_b2019	optimal	0.0
iJR904.xml.gz	obj	G_b2020	optimal	0.0
iJR904.xml.gz	obj	G_b2021	optimal	0.0
iJR904.xml.gz	obj	G_b2022	optimal	0.0
iJR904.xml.gz	obj	G_b2023	optimal	0.0
iJR904.xml.gz	obj	G_b2024	optimal	0.0
iJR904.xml.gz	obj	G_b2025	optimal	0.0
iJR904.xml.gz	obj	G_b2026	optimal	0.0
iJR904.xml.gz	obj	G_b2028	optimal	0.921948
iJR904.xml.gz	obj	G_b2029	optimal	0.901493
iJR904.xml.gz	obj	G_b2036	optimal	0.921948
iJR904.xml.gz	obj	G_b2038	optimal	0.921948
iJR904.xml.gz	obj	G_b2039	optimal	0.921948
iJR904.xml.gz	obj	G_b2040	optimal	0.921948
iJR904.xml.gz	obj	G_b2041	optimal	0.921948
iJR904.xml.gz	obj	G_b2042	optimal	0.921948
iJR904.xml.gz	obj	G_b2045	optimal	0.921948
iJR904.xml.gz	obj	G_b2048	optimal	0.921948
iJR904.xml.gz	obj	G_b2049	optimal	0.921948
iJR904.xml.gz	obj	G_b2052	optimal	0.921948
iJR904.xml.gz	obj	G_b2053	optimal	0.921948
iJR904.xml.gz	obj	G_b2065	optimal	0.921948
iJR904.xml.gz	obj	G_b2066	optimal	0.921948
iJR904.xml.gz	obj	G_b2091	optimal	0.921948
iJR904.xml.gz	obj	G_b2092	optimal	0.921948
iJR904.xml.gz	obj	G_b2093	optimal	0.921948
iJR904.xml.gz	obj	G_b2094	optimal	0.921948
iJR904.xml.gz	obj	G_b2095	optimal	0.921948
iJR904.xml.gz	obj	G_b2096	optimal	0.921948
iJR904.xml.gz	obj	G_b2097	optimal	0.921948
iJR904.xml.gz	obj	G_b2103	optimal	0.921948
iJR904.xml.gz	obj	G_b2104	optimal	0.921948
iJR904.xml.gz	obj	G_b2128	optimal	0.921948
iJR904.xml.gz	obj	G_b2129	optimal	0.921948
iJR904.xml.gz	obj	G_b2130	optimal	0.921948
iJR904.xml.gz	obj	G_b2131	optimal	0.921948
iJR904.xml.gz	obj	G_b2132	optimal	0.921948
iJR904.xml.gz	obj	G_b2133	optimal	0.921948
iJR904.xml.gz	obj	G_b2143	optimal	0.921948
iJR904.xml.gz	obj	G_b2148	optimal	0.921948
iJR904.xml.gz	obj	G_b2149	optimal	0.921948
iJR904.xml.gz	obj	G_b2150	optimal	0.921948
iJR904.xml.gz	obj	G_b2153	optimal	0.0
iJR904.xml.gz	obj	G_b2156	optimal	0.921948
iJR904.xml.gz	obj	G_b2167	optimal	0.921948
iJR904.xml.gz	obj	G_b2168	optimal	0.921948
iJR904.xml.gz	obj	G_b2169	optimal	0.921948
iJR904.xml.gz	obj	G_b2210	optimal	0.921948
iJR904.xml.gz	obj	G_b2221	optimal	0.921948
iJR904.xml.gz	obj	G_b2222	optimal	0.921948
iJR904.xml.gz	obj	G_b2223	optimal	0.921948
iJR904.xml.gz	obj	G_b2224	optimal	0.921948
iJR904.xml.gz	obj	G_b2232	optimal	0.921948
iJR904.xml.gz	obj	G_b2234	optimal	0.921948
iJR904.xml.gz	obj	G_b2235	optimal	0.921948
iJR904.xml.gz	obj	G_b2239	optimal	0.921948
iJR904.xml.gz	obj	G_b2240	optimal	0.921948
iJR904.xml.gz	obj	G_b2241	optimal	0.921948
iJR904.xml.gz	obj	G_b2242	optimal	0.921948
iJR904.xml.gz	obj	G_b2243	optimal	0.921948
iJR904.xml.gz	obj	G_b2260	optimal	0.921948
iJR904.xml.gz	obj	G_b2261	optimal	0.921948
iJR904.xml.gz	obj	G_b2262	optimal	0.921948
iJR904.xml.gz	obj	G_b2264	optimal	0.921948
iJR904.xml.gz	obj	G_b2265	optimal	0.921948
iJR904.xml.gz	obj	G_b2276	optimal	0.660636
iJR904.xml.gz	obj	G_b2277	optimal	0.660636
iJR904.xml.gz	obj	G_b2278	optimal	0.660636
iJR904.xml.gz	obj	G_b2279	optimal	0.660636
iJR904.xml.gz	obj	G_b2280	optimal	0.660636
iJR904.xml.gz	obj	G_b2281	optimal	0.660636
iJR904.xml.gz	obj	G_b2282	optimal	0.660636
iJR904.xml.gz	obj	G_b2283	optimal	0.660636
iJR904.xml.gz	obj	G_b2284	optimal	0.660636
iJR904.xml.gz	obj	G_b2285	optimal	0.660636
iJR904.xml.gz	obj	G_b2286	optimal	0.660636
iJR904.xml.gz	obj	G_b2287	optimal	0.660636
iJR904.xml.gz	obj	G_b2288	optimal	0.660636
iJR904.xml.gz	obj	G_b2296	optimal	0.921948
iJR904.xml.gz	obj	G_b2297	optimal	0.921948
iJR904.xml.gz	obj	G_b2306	optimal	0.921948
iJR904.xml.gz	obj	G_b2307	optimal	0.921948
iJR904.xml.gz	obj	G_b2308	optimal	0.921948
iJR904.xml.gz	obj	G_b2309	optimal	0.921948
iJR904.xml.gz	obj	G_b2310	optimal	0.921948
iJR904.xml.gz	obj	G_b2311	optimal	0.921948
iJR904.xml.gz	obj	G_b2312	optimal	0.0
iJR904.xml.gz	obj	G_b2315	optimal	0.0
iJR904.xml.gz	obj	G_b2316	optimal	0.0
iJR904.xml.gz	obj	G_b2320	optimal	0.921948
iJR904.xml.gz	obj	G_b2323	optimal	0.0
iJR904.xml.gz	obj	G_b2329	optimal	0.0
iJR904.xml.gz	obj	G_b2344	optimal	0.921948
iJR904.xml.gz	obj	G_b2366	optimal	0.921948
iJR904.xml.gz	obj	G_b2378	optimal	0.921948
iJR904.xml.gz	obj	G_b2388	optimal	0.921948
iJR904.xml.gz	obj	G_b2393	optimal	0.921948
iJR904.xml.gz	obj	G_b2400	optimal	0.921948
iJR904.xml.gz	obj	G_b2406	optimal	0.921948
iJR904.xml.gz	obj	G_b2407	optimal	0.921948
iJR904.xml.gz	obj	G_b2411	optimal	0.921948
iJR904.xml.gz	obj	G_b2413	optimal	0.921948
iJR904.xml.gz	obj	G_b2414	optimal	0.921948
iJR904.xml.gz	obj	G_b2415	optimal	0.898973
iJR904.xml.gz	obj	G_b2416	optimal	0.898973
iJR904.xml.gz	obj	G_b2417	optimal	0.921948
iJR904.xml.gz	obj	G_b2418	optimal	0.921948
iJR904.xml.gz	obj	G_b2421	optimal	0.921948
