model	objective	gene	status	value
iJR904	obj	b3428	optimal	0.921948
iJR904	obj	b3429	optimal	0.0
iJR904	obj	b3430	optimal	0.0
iJR904	obj	b3433	optimal	0.0
iJR904	obj	b3437	optimal	0.921948
iJR904	obj	b3450	optimal	0.921948
iJR904	obj	b3451	optimal	0.921948
iJR904	obj	b3452	optimal	0.921948
iJR904	obj	b3453	optimal	0.921948
iJR904	obj	b3454	optimal	0.921948
iJR904	obj	b3455	optimal	0.921948
iJR904	obj	b3456	optimal	0.921948
iJR904	obj	b3457	optimal	0.921948
iJR904	obj	b3458	optimal	0.921948
iJR904	obj	b3460	optimal	0.921948
iJR904	obj	b3493	optimal	0.921948
iJR904	obj	b3500	optimal	0.921948
iJR904	obj	b3517	optimal	0.921948
iJR904	obj	b3519	optimal	0.921948
iJR904	obj	b3526	optimal	0.921948
iJR904	obj	b3528	optimal	0.921948
iJR904	obj	b3551	optimal	0.921948
iJR904	obj	b3553	optimal	0.921948
iJR904	obj	b3564	optimal	0.921948
iJR904	obj	b3565	optimal	0.921948
iJR904	obj	b3566	optimal	0.921948
iJR904	obj	b3567	optimal	0.921948
iJR904	obj	b3568	optimal	0.921948
iJR904	obj	b3572	optimal	0.921948
iJR904	obj	b3575	optimal	0.921948
iJR904	obj	b3579	optimal	0.921948
iJR904	obj	b3581	optimal	0.921948
iJR904	obj	b3583	optimal	0.921948
iJR904	obj	b3588	optimal	0.921948
iJR904	obj	b3599	optimal	0.921948
iJR904	obj	b3600	optimal	0.921948
iJR904	obj	b3603	optimal	0.921948
iJR904	obj	b3605	optimal	0.921948
iJR904	obj	b3607	optimal	0.0
iJR904	obj	b3608	optimal	0.0
iJR904	obj	b3612	optimal	0.921948
iJR904	obj	b3616	optimal	0.921948
iJR904	obj	b3617	optimal	0.921948
iJR904	obj	b3619	optimal	0.0
iJR904	obj	b3620	optimal	0.0
iJR904	obj	b3621	optimal	0.0
iJR904	obj	b3622	optimal	0.0
iJR904	obj	b3626	optimal	0.0
iJR904	obj	b3627	optimal	0.0
iJR904	obj	b3631	optimal	0.0
iJR904	obj	b3633	optimal	0.0
iJR904	obj	b3634	optimal	0.0
iJR904	obj	b3640	optimal	0.921948
iJR904	obj	b3642	optimal	0.0
iJR904	obj	b3648	optimal	0.0
iJR904	obj	b3653	optimal	0.921948
iJR904	obj	b3654	optimal	0.921948
iJR904	obj	b3665	optimal	0.921948
iJR904	obj	b3666	optimal	0.921948
iJR904	obj	b3670	optimal	0.921948
iJR904	obj	b3671	optimal	0.921948
iJR904	obj	b3691	optimal	0.921948
iJR904	obj	b3692	optimal	0.921948
iJR904	obj	b3693	optimal	0.921948
iJR904	obj	b3708	optimal	0.921666
iJR904	obj	b3709	optimal	0.921948
iJR904	obj	b3725	optimal	0.921948
iJR904	obj	b3726	optimal	0.921948
iJR904	obj	b3727	optimal	0.921948
iJR904	obj	b3728	optimal	0.921948
iJR904	obj	b3729	optimal	0.0
iJR904	obj	b3730	optimal	0.0
iJR904	obj	b3731	optimal	0.362359
iJR904	obj	b3732	optimal	0.362359
iJR904	obj	b3733	optimal	0.362359
iJR904	obj	b3734	optimal	0.362359
iJR904	obj	b3735	optimal	0.362359
iJR904	obj	b3736	optimal	0.362359
iJR904	obj	b3737	optimal	0.362359
iJR904	obj	b3738	optimal	0.362359
iJR904	obj	b3739	optimal	0.362359
iJR904	obj	b3744	optimal	0.920973
iJR904	obj	b3748	optimal	0.921948
iJR904	obj	b3749	optimal	0.921948
iJR904	obj	b3750	optimal	0.921948
iJR904	obj	b3751	optimal	0.921948
iJR904	obj	b3752	optimal	0.921948
iJR904	obj	b3767	optimal	0.921948
iJR904	obj	b3768	optimal	0.921948
iJR904	obj	b3769	optimal	0.921948
iJR904	obj	b3770	optimal	0.0
iJR904	obj	b3771	optimal	0.0
iJR904	obj	b3772	optimal	0.921948
iJR904	obj	b3774	optimal	0.0
iJR904	obj	b3784	optimal	0.921948
iJR904	obj	b3786	optimal	0.921948
iJR904	obj	b3787	optimal	0.921948
iJR904	obj	b3788	optimal	0.921948
iJR904	obj	b3789	optimal	0.921948
iJR904	obj	b3790	optimal	0.921948
iJR904	obj	b3791	optimal	0.921948
iJR904	obj	b3793	optimal	0.921948
iJR904	obj	b3794	optimal	0.921948
iJR904	obj	b3803	optimal	0.921948
iJR904	obj	b3804	optimal	0.921948
iJR904	obj	b3805	optimal	0.921948
iJR904	obj	b3806	optimal	0.921948
iJR904	obj	b3809	optimal	0.0
iJR904	obj	b3821	optimal	0.921948
iJR904	obj	b3825	optimal	0.921948
iJR904	obj	b3829	optimal	0.921948
iJR904	obj	b3831	optimal	0.921948
iJR904	obj	b3833	optimal	0.921948
iJR904	obj	b3835	optimal	0.921948
iJR904	obj	b3843	optimal	0.921948
iJR904	obj	b3845	optimal	0.921948
iJR904	obj	b3846	optimal	0.921948
iJR904	obj	b3849	optimal	0.921948
iJR904	obj	b3850	optimal	0.921948
iJR904	obj	b3870	optimal	0.921948
iJR904	obj	b3892	optimal	0.921948
iJR904	obj	b3893	optimal	0.921948
iJR904	obj	b3894	optimal	0.921948
iJR904	obj	b3902	optimal	0.921948
iJR904	obj	b3903	optimal	0.921948
iJR904	obj	b3904	optimal	0.921948
iJR904	obj	b3907	optimal	0.921948
iJR904	obj	b3908	optimal	0.921948
iJR904	obj	b3909	optimal	0.921948
iJR904	obj	b3916	optimal	0.921948
iJR904	obj	b3917	optimal	0.921948
iJR904	obj	b3918	optimal	0.921948
iJR904	obj	b3919	optimal	0.844586
iJR904	obj	b3926	optimal	0.921942
iJR904	obj	b3927	optimal	0.921948
iJR904	obj	b3929	optimal	0.921948
iJR904	obj	b3930	optimal	0.921948
iJR904	obj	b3939	optimal	0.0
iJR904	obj	b3940	optimal	0.921948
iJR904	obj	b3941	optimal	0.0
iJR904	obj	b3942	optimal	0.921948
iJR904	obj	b3945	optimal	0.921948
iJR904	obj	b3946	optimal	0.921948
iJR904	obj	b3951	optimal	0.921948
iJR904	obj	b3952	optimal	0.921948
iJR904	obj	b3956	optimal	0.919141
iJR904	obj	b3957	optimal	0.0
iJR904	obj	b3958	optimal	0.0
iJR904	obj	b3959	optimal	0.0
iJR904	obj	b3960	optimal	0.0
iJR904	obj	b3962	optimal	0.921948
iJR904	obj	b3966	optimal	0.921948
iJR904	obj	b3967	optimal	0.0
iJR904	obj	b3972	optimal	0.0
iJR904	obj	b3974	optimal	0.0
iJR904	obj	b3990	optimal	0.921948
iJR904	obj	b3991	optimal	0.921948
iJR904	obj	b3992	optimal	0.921948
iJR904	obj	b3993	optimal	0.921948
iJR904	obj	b3994	optimal	0.921948
iJR904	obj	b3997	optimal	0.921948
iJR904	obj	b4005	optimal	0.0
iJR904	obj	b4006	optimal	0.0
iJR904	obj	b4013	optimal	0.0
iJR904	obj	b4014	optimal	0.921948
iJR904	obj	b4015	optimal	0.921948
iJR904	obj	b4019	optimal	0.921948
iJR904	obj	b4024	optimal	0.921948
iJR904	obj	b4025	optimal	0.905983
iJR904	obj	b4031	optimal	0.921948
iJR904	obj	b4032	optimal	0.921948
iJR904	obj	b4033	optimal	0.921948
iJR904	obj	b4034	optimal	0.921948
iJR904	obj	b4035	optimal	0.921948
iJR904	obj	b4036	optimal	0.921948
iJR904	obj	b4039	optimal	0.921948
iJR904	obj	b4040	optimal	0.921948
iJR904	obj	b4041	optimal	0.0
iJR904	obj	b4042	optimal	0.0
iJR904	obj	b4053	optimal	0.921948
iJR904	obj	b4054	optimal	0.921948
iJR904	obj	b4069	optimal	0.921948
iJR904	obj	b4077	optimal	0.921948
iJR904	obj	b4079	optimal	0.921948
iJR904	obj	b4090	optimal	0.921948
iJR904	obj	b4111	optimal	0.921948
iJR904	obj	b4117	optimal	0.921948
iJR904	obj	b4119	optimal	0.921948
iJR904	obj	b4120	optimal	0.921948
iJR904	obj	b4122	optimal	0.921948
iJR904	obj	b4123	optimal	0.921948
iJR904	obj	b4131	optimal	0.921948
iJR904	obj	b4132	optimal	0.921948
iJR904	obj	b4138	optimal	0.921948
iJR904	obj	b4139	optimal	0.921948
iJR904	obj	b4151	optimal	0.921948
iJR904	obj	b4152	optimal	0.921948
iJR904	obj	b4153	optimal	0.921948
iJR904	obj	b4154	optimal	0.921948
iJR904	obj	b4160	optimal	0.0
iJR904	obj	b4177	optimal	0.0
iJR904	obj	b4196	optimal	0.921948
iJR904	obj	b4197	optimal	0.921948
iJR904	obj	b4198	optimal	0.921948
iJR904	obj	b4208	optimal	0.921948
iJR904	obj	b4226	optimal	0.0
iJR904	obj	b4227	optimal	0.921948
iJR904	obj	b4228	optimal	0.921948
iJR904	obj	b4229	optimal	0.921948
iJR904	obj	b4230	optimal	0.921948
iJR904	obj	b4231	optimal	0.921948
iJR904	obj	b4232	optimal	0.921948
iJR904	obj	b4238	optimal	0.921948
iJR904	obj	b4239	optimal	0.921948
iJR904	obj	b4240	optimal	0.921948
iJR904	obj	b4244	optimal	0.0
iJR904	obj	b4245	optimal	0.0
iJR904	obj	b4254	optimal	0.921948
iJR904	obj	b4265	optimal	0.921948
iJR904	obj	b4266	optimal	0.921948
iJR904	obj	b4267	optimal	0.921948
iJR904	obj	b4268	optimal	0.921948
iJR904	obj	b4301	optimal	0.921948
iJR904	obj	b4321	optimal	0.921948
iJR904	obj	b4322	optimal	0.921948
iJR904	obj	b4323	optimal	0.921948
iJR904	obj	b4381	optimal	0.920738
iJR904	obj	b4382	optimal	0.921948
iJR904	obj	b4383	optimal	0.920738
iJR904	obj	b4384	optimal	0.921948
iJR904	obj	b4388	optimal	0.0
iJR904	obj	b4395	optimal	0.921948
iJR904	obj	b4407	optimal	0.921948
