model	objective	gene	status	value
iJR904	obj	b0341	optimal	0.921948
iJR904	obj	b0343	optimal	0.921948
iJR904	obj	b0344	optimal	0.921948
iJR904	obj	b0347	optimal	0.921948
iJR904	obj	b0348	optimal	0.921948
iJR904	obj	b0349	optimal	0.921948
iJR904	obj	b0350	optimal	0.921948
iJR904	obj	b0351	optimal	0.921948
iJR904	obj	b0352	optimal	0.921948
iJR904	obj	b0353	optimal	0.921948
iJR904	obj	b0356	optimal	0.921948
iJR904	obj	b0365	optimal	0.921948
iJR904	obj	b0366	optimal	0.921948
iJR904	obj	b0367	optimal	0.921948
iJR904	obj	b0368	optimal	0.921948
iJR904	obj	b0369	optimal	0.921948
iJR904	obj	b0381	optimal	0.921948
iJR904	obj	b0386	optimal	0.0
iJR904	obj	b0388	optimal	0.921948
iJR904	obj	b0401	optimal	0.921948
iJR904	obj	b0403	optimal	0.921948
iJR904	obj	b0414	optimal	0.0
iJR904	obj	b0415	optimal	0.0
iJR904	obj	b0417	optimal	0.921948
iJR904	obj	b0418	optimal	0.921948
iJR904	obj	b0420	optimal	0.921948
iJR904	obj	b0421	optimal	0.921948
iJR904	obj	b0423	optimal	0.921948
iJR904	obj	b0425	optimal	0.921948
iJR904	obj	b0428	optimal	0.921948
iJR904	obj	b0429	optimal	0.873973
iJR904	obj	b0430	optimal	0.873973
iJR904	obj	b0431	optimal	0.873973
iJR904	obj	b0432	optimal	0.873973
iJR904	obj	b0451	optimal	0.0
iJR904	obj	b0469	optimal	0.921948
iJR904	obj	b0474	optimal	0.0
iJR904	obj	b0475	optimal	0.921948
iJR904	obj	b0477	optimal	0.921948
iJR904	obj	b0480	optimal	0.0
iJR904	obj	b0485	optimal	0.921948
iJR904	obj	b0505	optimal	0.921948
iJR904	obj	b0507	optimal	0.921948
iJR904	obj	b0508	optimal	0.921948
iJR904	obj	b0509	optimal	0.921948
iJR904	obj	b0511	optimal	0.921948
iJR904	obj	b0512	optimal	0.921948
iJR904	obj	b0514	optimal	0.921948
iJR904	obj	b0516	optimal	0.921948
iJR904	obj	b0521	optimal	0.921948
iJR904	obj	b0522	optimal	0.0
iJR904	obj	b0523	optimal	0.0
iJR904	obj	b0529	optimal	0.895813
iJR904	obj	b0576	optimal	0.921948
iJR904	obj	b0583	optimal	0.921948
iJR904	obj	b0586	optimal	0.921948
iJR904	obj	b0593	optimal	0.921948
iJR904	obj	b0594	optimal	0.921948
iJR904	obj	b0595	optimal	0.921948
iJR904	obj	b0596	optimal	0.921948
iJR904	obj	b0612	optimal	0.921948
iJR904	obj	b0615	optimal	0.921948
iJR904	obj	b0616	optimal	0.921948
iJR904	obj	b0617	optimal	0.921948
iJR904	obj	b0621	optimal	0.921948
iJR904	obj	b0638	optimal	0.921948
iJR904	obj	b0639	optimal	0.0
iJR904	obj	b0652	optimal	0.921948
iJR904	obj	b0653	optimal	0.921948
iJR904	obj	b0654	optimal	0.921948
iJR904	obj	b0655	optimal	0.921948
iJR904	obj	b0662	optimal	0.921948
iJR904	obj	b0674	optimal	0.921948
iJR904	obj	b0677	optimal	0.921948
iJR904	obj	b0678	optimal	0.921948
iJR904	obj	b0679	optimal	0.921948
iJR904	obj	b0688	optimal	0.921948
iJR904	obj	b0692	optimal	0.921948
iJR904	obj	b0693	optimal	0.921948
iJR904	obj	b0696	optimal	0.921948
iJR904	obj	b0697	optimal	0.921948
iJR904	obj	b0698	optimal	0.921948
iJR904	obj	b0720	optimal	0.0
iJR904	obj	b0721	optimal	0.873302
iJR904	obj	b0722	optimal	0.873302
iJR904	obj	b0723	optimal	0.873302
iJR904	obj	b0724	optimal	0.873302
iJR904	obj	b0726	optimal	0.906129
iJR904	obj	b0727	optimal	0.906129
iJR904	obj	b0728	optimal	0.91045
iJR904	obj	b0729	optimal	0.91045
iJR904	obj	b0733	optimal	0.921948
iJR904	obj	b0734	optimal	0.921948
iJR904	obj	b0750	optimal	0.0
iJR904	obj	b0751	optimal	0.921948
iJR904	obj	b0754	optimal	0.921948
iJR904	obj	b0755	optimal	0.921948
iJR904	obj	b0757	optimal	0.921948
iJR904	obj	b0758	optimal	0.921948
iJR904	obj	b0759	optimal	0.921948
iJR904	obj	b0774	optimal	0.921948
iJR904	obj	b0775	optimal	0.921948
iJR904	obj	b0776	optimal	0.921948
iJR904	obj	b0778	optimal	0.921948
iJR904	obj	b0809	optimal	0.921948
iJR904	obj	b0810	optimal	0.921948
iJR904	obj	b0811	optimal	0.921948
iJR904	obj	b0825	optimal	0.921948
iJR904	obj	b0828	optimal	0.921948
iJR904	obj	b0854	optimal	0.921948
iJR904	obj	b0855	optimal	0.921948
iJR904	obj	b0856	optimal	0.921948
iJR904	obj	b0857	optimal	0.921948
iJR904	obj	b0860	optimal	0.921948
iJR904	obj	b0861	optimal	0.921948
iJR904	obj	b0862	optimal	0.921948
iJR904	obj	b0864	optimal	0.921948
iJR904	obj	b0870	optimal	0.921948
iJR904	obj	b0871	optimal	0.921948
iJR904	obj	b0888	optimal	0.0
iJR904	obj	b0894	optimal	0.921948
iJR904	obj	b0895	optimal	0.921948
iJR904	obj	b0896	optimal	0.921948
iJR904	obj	b0902	optimal	0.921948
iJR904	obj	b0903	optimal	0.921948
iJR904	obj	b0904	optimal	0.921948
iJR904	obj	b0907	optimal	0.0
iJR904	obj	b0908	optimal	0.0
iJR904	obj	b0910	optimal	0.919078
iJR904	obj	b0915	optimal	0.0
iJR904	obj	b0918	optimal	0.0
iJR904	obj	b0928	optimal	0.0
iJR904	obj	b0931	optimal	0.921948
iJR904	obj	b0945	optimal	0.0
iJR904	obj	b0954	optimal	0.0
iJR904	obj	b0963	optimal	0.921948
iJR904	obj	b0972	optimal	0.921948
iJR904	obj	b0973	optimal	0.921948
iJR904	obj	b0974	optimal	0.921948
iJR904	obj	b0996	optimal	0.921948
iJR904	obj	b0997	optimal	0.921948
iJR904	obj	b1002	optimal	0.921948
iJR904	obj	b1006	optimal	0.921948
iJR904	obj	b1014	optimal	0.921948
iJR904	obj	b1015	optimal	0.921948
iJR904	obj	b1033	optimal	0.921948
iJR904	obj	b1054	optimal	0.0
iJR904	obj	b1062	optimal	0.0
iJR904	obj	b1091	optimal	0.920581
iJR904	obj	b1092	optimal	0.0
iJR904	obj	b1093	optimal	0.0
iJR904	obj	b1095	optimal	0.0
iJR904	obj	b1096	optimal	0.0
iJR904	obj	b1098	optimal	0.0
iJR904	obj	b1101	optimal	0.921948
iJR904	obj	b1109	optimal	0.921948
iJR904	obj	b1123	optimal	0.921948
iJR904	obj	b1124	optimal	0.921948
iJR904	obj	b1125	optimal	0.921948
iJR904	obj	b1126	optimal	0.921948
iJR904	obj	b1131	optimal	0.0
iJR904	obj	b1136	optimal	0.0
iJR904	obj	b1186	optimal	0.921948
iJR904	obj	b1189	optimal	0.921948
iJR904	obj	b1190	optimal	0.921948
iJR904	obj	b1197	optimal	0.921948
iJR904	obj	b1198	optimal	0.921948
iJR904	obj	b1199	optimal	0.921948
iJR904	obj	b1200	optimal	0.921948
iJR904	obj	b1207	optimal	0.0
iJR904	obj	b1208	optimal	0.921948
iJR904	obj	b1210	optimal	0.921948
iJR904	obj	b1215	optimal	0.0
iJR904	obj	b1216	optimal	0.921948
iJR904	obj	b1223	optimal	0.921948
iJR904	obj	b1224	optimal	0.921948
iJR904	obj	b1225	optimal	0.921948
iJR904	obj	b1226	optimal	0.921948
iJR904	obj	b1227	optimal	0.921948
iJR904	obj	b1232	optimal	0.921717
iJR904	obj	b1236	optimal	0.921948
iJR904	obj	b1238	optimal	0.921948
iJR904	obj	b1241	optimal	0.921948
iJR904	obj	b1249	optimal	0.0
iJR904	obj	b1260	optimal	0.0
iJR904	obj	b1261	optimal	0.0
iJR904	obj	b1262	optimal	0.0
iJR904	obj	b1263	optimal	0.0
iJR904	obj	b1264	optimal	0.0
iJR904	obj	b1270	optimal	0.921948
iJR904	obj	b1276	optimal	0.921948
iJR904	obj	b1277	optimal	0.0
iJR904	obj	b1278	optimal	0.921948
iJR904	obj	b1281	optimal	0.0
iJR904	obj	b1288	optimal	0.0
iJR904	obj	b1297	optimal	0.921948
iJR904	obj	b1300	optimal	0.921948
iJR904	obj	b1302	optimal	0.921948
iJR904	obj	b1363	optimal	0.921948
iJR904	obj	b1380	optimal	0.921948
iJR904	obj	b1385	optimal	0.921948
iJR904	obj	b1386	optimal	0.921948
iJR904	obj	b1398	optimal	0.921948
iJR904	obj	b1415	optimal	0.0
iJR904	obj	b1416	optimal	0.921948
iJR904	obj	b1417	optimal	0.921948
iJR904	obj	b1440	optimal	0.921948
iJR904	obj	b1441	optimal	0.921948
iJR904	obj	b1442	optimal	0.921948
iJR904	obj	b1443	optimal	0.921948
iJR904	obj	b1469	optimal	0.921948
iJR904	obj	b1474	optimal	0.921948
iJR904	obj	b1475	optimal	0.921948
iJR904	obj	b1476	optimal	0.921948
iJR904	obj	b1479	optimal	0.921948
iJR904	obj	b1492	optimal	0.921948
iJR904	obj	b1493	optimal	0.921948
iJR904	obj	b1519	optimal	0.921948
iJR904	obj	b1521	optimal	0.921948
iJR904	obj	b1524	optimal	0.921948
iJR904	obj	b1584	optimal	0.921948
iJR904	obj	b1602	optimal	0.921948
iJR904	obj	b1603	optimal	0.921948
iJR904	obj	b1605	optimal	0.921948
iJR904	obj	b1611	optimal	0.921948
iJR904	obj	b1612	optimal	0.921948
iJR904	obj	b1613	optimal	0.921948
iJR904	obj	b1621	optimal	0.921948
iJR904	obj	b1622	optimal	0.921948
iJR904	obj	b1623	optimal	0.921948
iJR904	obj	b1636	optimal	0.921948
iJR904	obj	b1638	optimal	0.921948
iJR904	obj	b1646	optimal	0.921948
iJR904	obj	b1651	optimal	0.921948
iJR904	obj	b1656	optimal	0.921948
iJR904	obj	b1662	optimal	0.0
iJR904	obj	b1676	optimal	0.921948
iJR904	obj	b1692	optimal	0.921948
iJR904	obj	b1693	optimal	0.0
iJR904	obj	b1702	optimal	0.921948
iJR904	obj	b1704	optimal	0.921948
iJR904	obj	b1709	optimal	0.921948
iJR904	obj	b1711	optimal	0.921948
iJR904	obj	b1723	optimal	0.921948
iJR904	obj	b1732	optimal	0.921948
iJR904	obj	b1740	optimal	0.0
iJR904	obj	b1744	optimal	0.921948
iJR904	obj	b1745	optimal	0.921948
iJR904	obj	b1746	optimal	0.921948
iJR904	obj	b1747	optimal	0.921948
iJR904	obj	b1748	optimal	0.921948
iJR904	obj	b1761	optimal	0.85298
iJR904	obj	b1764	optimal	0.921948
iJR904	obj	b1767	optimal	0.921948
iJR904	obj	b1768	optimal	0.921948
iJR904	obj	b1773	optimal	0.921948
iJR904	obj	b1779	optimal	0.921948
iJR904	obj	b1801	optimal	0.921948
iJR904	obj	b1805	optimal	0.921948
iJR904	obj	b1812	optimal	0.0
iJR904	obj	b1814	optimal	0.921948
iJR904	obj	b1817	optimal	0.921948
iJR904	obj	b1818	optimal	0.921948
iJR904	obj	b1819	optimal	0.921948
iJR904	obj	b1849	optimal	0.921948
iJR904	obj	b1850	optimal	0.921948
iJR904	obj	b1851	optimal	0.921948
iJR904	obj	b1852	optimal	0.901493
iJR904	obj	b1854	optimal	0.921948
iJR904	obj	b1855	optimal	0.0
iJR904	obj	b1865	optimal	0.921948
iJR904	obj	b1872	optimal	0.921948
iJR904	obj	b1873	optimal	0.921948
iJR904	obj	b1896	optimal	0.921948
iJR904	obj	b1897	optimal	0.921948
iJR904	obj	b1898	optimal	0.921948
iJR904	obj	b1899	optimal	0.921948
iJR904	obj	b1900	optimal	0.921948
iJR904	obj	b1901	optimal	0.921948
iJR904	obj	b1907	optimal	0.921948
iJR904	obj	b1912	optimal	0.0
iJR904	obj	b1982	optimal	0.921948
iJR904	obj	b1991	optimal	0.921948
iJR904	obj	b1992	optimal	0.921948
iJR904	obj	b1993	optimal	0.921948
iJR904	obj	b2019	optimal	0.0
iJR904	obj	b2020	optimal	0.0
iJR904	obj	b2021	optimal	0.0
iJR904	obj	b2022	optimal	0.0
iJR904	obj	b2023	optimal	0.0
iJR904	obj	b2024	optimal	0.0
iJR904	obj	b2025	optimal	0.0
iJR904	obj	b2026	optimal	0.0
iJR904	obj	b2028	optimal	0.921948
iJR904	obj	b2029	optimal	0.901493
iJR904	obj	b2036	optimal	0.921948
iJR904	obj	b2038	optimal	0.921948
iJR904	obj	b2039	optimal	0.921948
iJR904	obj	b2040	optimal	0.921948
iJR904	obj	b2041	optimal	0.921948
iJR904	obj	b2042	optimal	0.921948
iJR904	obj	b2045	optimal	0.921948
iJR904	obj	b2048	optimal	0.921948
iJR904	obj	b2049	optimal	0.921948
iJR904	obj	b2052	optimal	0.921948
iJR904	obj	b2053	optimal	0.921948
iJR904	obj	b2065	optimal	0.921948
iJR904	obj	b2066	optimal	0.921948
iJR904	obj	b2091	optimal	0.921948
iJR904	obj	b2092	optimal	0.921948
iJR904	obj	b2093	optimal	0.921948
iJR904	obj	b2094	optimal	0.921948
iJR904	obj	b2095	optimal	0.921948
iJR904	obj	b2096	optimal	0.921948
iJR904	obj	b2097	optimal	0.921948
iJR904	obj	b2103	optimal	0.921948
iJR904	obj	b2104	optimal	0.921948
iJR904	obj	b2128	optimal	0.921948
iJR904	obj	b2129	optimal	0.921948
iJR904	obj	b2130	optimal	0.921948
iJR904	obj	b2131	optimal	0.921948
iJR904	obj	b2132	optimal	0.921948
iJR904	obj	b2133	optimal	0.921948
iJR904	obj	b2143	optimal	0.921948
iJR904	obj	b2148	optimal	0.921948
iJR904	obj	b2149	optimal	0.921948
iJR904	obj	b2150	optimal	0.921948
iJR904	obj	b2153	optimal	0.0
iJR904	obj	b2156	optimal	0.921948
iJR904	obj	b2167	optimal	0.921948
iJR904	obj	b2168	optimal	0.921948
iJR904	obj	b2169	optimal	0.921948
iJR904	obj	b2210	optimal	0.921948
iJR904	obj	b2221	optimal	0.921948
iJR904	obj	b2222	optimal	0.921948
iJR904	obj	b2223	optimal	0.921948
iJR904	obj	b2224	optimal	0.921948
iJR904	obj	b2232	optimal	0.921948
iJR904	obj	b2234	optimal	0.921948
iJR904	obj	b2235	optimal	0.921948
iJR904	obj	b2239	optimal	0.921948
iJR904	obj	b2240	optimal	0.921948
iJR904	obj	b2241	optimal	0.921948
iJR904	obj	b2242	optimal	0.921948
iJR904	obj	b2243	optimal	0.921948
iJR904	obj	b2260	optimal	0.921948
iJR904	obj	b2261	optimal	0.921948
iJR904	obj	b2262	optimal	0.921948
iJR904	obj	b2264	optimal	0.921948
iJR904	obj	b2265	optimal	0.921948
iJR904	obj	b2276	optimal	0.660636
iJR904	obj	b2277	optimal	0.660636
iJR904	obj	b2278	optimal	0.660636
iJR904	obj	b2279	optimal	0.660636
iJR904	obj	b2280	optimal	0.660636
iJR904	obj	b2281	optimal	0.660636
iJR904	obj	b2282	optimal	0.660636
iJR904	obj	b2283	optimal	0.660636
iJR904	obj	b2284	optimal	0.660636
iJR904	obj	b2285	optimal	0.660636
iJR904	obj	b2286	optimal	0.660636
iJR904	obj	b2287	optimal	0.660636
iJR904	obj	b2288	optimal	0.660636
iJR904	obj	b2296	optimal	0.921948
iJR904	obj	b2297	optimal	0.921948
iJR904	obj	b2306	optimal	0.921948
iJR904	obj	b2307	optimal	0.921948
iJR904	obj	b2308	optimal	0.921948
iJR904	obj	b2309	optimal	0.921948
iJR904	obj	b2310	optimal	0.921948
iJR904	obj	b2311	optimal	0.921948
iJR904	obj	b2312	optimal	0.0
iJR904	obj	b2315	optimal	0.0
iJR904	obj	b2316	optimal	0.0
iJR904	obj	b2320	optimal	0.921948
iJR904	obj	b2323	optimal	0.0
iJR904	obj	b2329	optimal	0.0
iJR904	obj	b2344	optimal	0.921948
iJR904	obj	b2366	optimal	0.921948
iJR904	obj	b2378	optimal	0.921948
iJR904	obj	b2388	optimal	0.921948
iJR904	obj	b2393	optimal	0.921948
iJR904	obj	b2400	optimal	0.921948
iJR904	obj	b2406	optimal	0.921948
iJR904	obj	b2407	optimal	0.921948
iJR904	obj	b2411	optimal	0.921948
iJR904	obj	b2413	optimal	0.921948
iJR904	obj	b2414	optimal	0.921948
iJR904	obj	b2415	optimal	0.898973
iJR904	obj	b2416	optimal	0.898973
iJR904	obj	b2417	optimal	0.921948
iJR904	obj	b2418	optimal	0.921948
iJR904	obj	b2421	optimal	0.921948
iJR904	obj	b2422	optimal	0.0
iJR904	obj	b2423	optimal	0.0
iJR904	obj	b2424	optimal	0.0
iJR904	obj	b2425	optimal	0.921948
iJR904	obj	b2429	optimal	0.921948
iJR904	obj	b2436	optimal	0.921948
iJR904	obj	b2440	optimal	0.921948
iJR904	obj	b2441	optimal	0.921948
iJR904	obj	b2458	optimal	0.921948
iJR904	obj	b2463	optimal	0.921948
iJR904	obj	b2464	optimal	0.921948
iJR904	obj	b2465	optimal	0.921948
iJR904	obj	b2472	optimal	0.0
iJR904	obj	b2476	optimal	0.0
iJR904	obj	b2478	optimal	0.0
iJR904	obj	b2492	optimal	0.921948
iJR904	obj	b2497	optimal	0.921948
iJR904	obj	b2498	optimal	0.921948
iJR904	obj	b2499	optimal	0.0
iJR904	obj	b2500	optimal	0.919577
iJR904	obj	b2507	optimal	0.0
iJR904	obj	b2508	optimal	0.0
iJR904	obj	b2515	optimal	0.921948
iJR904	obj	b2518	optimal	0.0
iJR904	obj	b2530	optimal	0.921948
iJR904	obj	b2533	optimal	0.921948
iJR904	obj	b2536	optimal	0.921948
iJR904	obj	b2538	optimal	0.921948
iJR904	obj	b2539	optimal	0.921948
iJR904	obj	b2540	optimal	0.921948
iJR904	obj	b2541	optimal	0.921948
iJR904	obj	b2542	optimal	0.921948
iJR904	obj	b2551	optimal	0.889483
iJR904	obj	b2557	optimal	0.0
iJR904	obj	b2563	optimal	0.921948
iJR904	obj	b2564	optimal	0.921948
iJR904	obj	b2574	optimal	0.0
iJR904	obj	b2585	optimal	0.0
iJR904	obj	b2587	optimal	0.921948
iJR904	obj	b2599	optimal	0.0
iJR904	obj	b2600	optimal	0.0
iJR904	obj	b2601	optimal	0.921948
iJR904	obj	b2615	optimal	0.0
iJR904	obj	b2661	optimal	0.921948
iJR904	obj	b2662	optimal	0.921948
iJR904	obj	b2663	optimal	0.921948
iJR904	obj	b2675	optimal	0.921948
iJR904	obj	b2676	optimal	0.921948
iJR904	obj	b2677	optimal	0.921948
iJR904	obj	b2678	optimal	0.921948
iJR904	obj	b2679	optimal	0.921948
iJR904	obj	b2687	optimal	0.921948
iJR904	obj	b2688	optimal	0.921948
iJR904	obj	b2690	optimal	0.921948
iJR904	obj	b2702	optimal	0.921948
iJR904	obj	b2703	optimal	0.921948
iJR904	obj	b2704	optimal	0.921948
iJR904	obj	b2705	optimal	0.921948
iJR904	obj	b2719	optimal	0.921948
iJR904	obj	b2720	optimal	0.921948
iJR904	obj	b2721	optimal	0.921948
iJR904	obj	b2722	optimal	0.921948
iJR904	obj	b2723	optimal	0.921948
iJR904	obj	b2724	optimal	0.921948
iJR904	obj	b2738	optimal	0.921948
iJR904	obj	b2746	optimal	0.921948
iJR904	obj	b2747	optimal	0.921948
iJR904	obj	b2750	optimal	0.0
iJR904	obj	b2751	optimal	0.0
iJR904	obj	b2752	optimal	0.0
iJR904	obj	b2762	optimal	0.0
iJR904	obj	b2763	optimal	0.0
iJR904	obj	b2764	optimal	0.0
iJR904	obj	b2779	optimal	0.745293
iJR904	obj	b2780	optimal	0.0
iJR904	obj	b2781	optimal	0.921948
iJR904	obj	b2787	optimal	0.921948
iJR904	obj	b2788	optimal	0.921948
iJR904	obj	b2789	optimal	0.921948
iJR904	obj	b2796	optimal	0.921948
iJR904	obj	b2797	optimal	0.921948
iJR904	obj	b2799	optimal	0.921948
iJR904	obj	b2800	optimal	0.921948
iJR904	obj	b2801	optimal	0.921948
iJR904	obj	b2802	optimal	0.921948
iJR904	obj	b2803	optimal	0.921948
iJR904	obj	b2818	optimal	0.0
iJR904	obj	b2827	optimal	0.0
iJR904	obj	b2836	optimal	0.921948
iJR904	obj	b2838	optimal	0.0
iJR904	obj	b2841	optimal	0.921948
iJR904	obj	b2874	optimal	0.921948
iJR904	obj	b2883	optimal	0.921948
iJR904	obj	b2889	optimal	0.921948
iJR904	obj	b2901	optimal	0.921948
iJR904	obj	b2903	optimal	0.921948
iJR904	obj	b2904	optimal	0.921948
iJR904	obj	b2905	optimal	0.921948
iJR904	obj	b2907	optimal	0.921948
iJR904	obj	b2913	optimal	0.0
iJR904	obj	b2914	optimal	0.921948
iJR904	obj	b2917	optimal	0.921948
iJR904	obj	b2919	optimal	0.921948
iJR904	obj	b2920	optimal	0.921948
iJR904	obj	b2925	optimal	0.921948
iJR904	obj	b2926	optimal	0.625013
iJR904	obj	b2927	optimal	0.921948
iJR904	obj	b2935	optimal	0.921948
iJR904	obj	b2937	optimal	0.921948
iJR904	obj	b2938	optimal	0.921948
iJR904	obj	b2942	optimal	0.0
iJR904	obj	b2943	optimal	0.921948
iJR904	obj	b2947	optimal	0.921948
iJR904	obj	b2957	optimal	0.921948
iJR904	obj	b2964	optimal	0.921948
iJR904	obj	b2965	optimal	0.921948
iJR904	obj	b2975	optimal	0.921948
iJR904	obj	b2976	optimal	0.921948
iJR904	obj	b2978	optimal	0.920963
iJR904	obj	b2979	optimal	0.920963
iJR904	obj	b2987	optimal	0.921948
iJR904	obj	b2988	optimal	0.921948
iJR904	obj	b2994	optimal	0.921948
iJR904	obj	b2997	optimal	0.921948
iJR904	obj	b3008	optimal	0.921948
iJR904	obj	b3012	optimal	0.921948
iJR904	obj	b3018	optimal	0.0
iJR904	obj	b3041	optimal	0.0
iJR904	obj	b3052	optimal	0.0
iJR904	obj	b3058	optimal	0.0
iJR904	obj	b3061	optimal	0.921948
iJR904	obj	b3062	optimal	0.921948
iJR904	obj	b3063	optimal	0.921948
iJR904	obj	b3073	optimal	0.921948
iJR904	obj	b3089	optimal	0.921948
iJR904	obj	b3091	optimal	0.921948
iJR904	obj	b3092	optimal	0.921948
iJR904	obj	b3093	optimal	0.921948
iJR904	obj	b3111	optimal	0.921948
iJR904	obj	b3112	optimal	0.921948
iJR904	obj	b3114	optimal	0.921948
iJR904	obj	b3115	optimal	0.921948
iJR904	obj	b3116	optimal	0.921948
iJR904	obj	b3117	optimal	0.921948
iJR904	obj	b3124	optimal	0.921948
iJR904	obj	b3125	optimal	0.921948
iJR904	obj	b3126	optimal	0.921948
iJR904	obj	b3127	optimal	0.921948
iJR904	obj	b3128	optimal	0.921948
iJR904	obj	b3132	optimal	0.921948
iJR904	obj	b3137	optimal	0.921948
iJR904	obj	b3161	optimal	0.921948
iJR904	obj	b3172	optimal	0.0
iJR904	obj	b3176	optimal	0.0
iJR904	obj	b3177	optimal	0.0
iJR904	obj	b3187	optimal	0.921948
iJR904	obj	b3189	optimal	0.0
iJR904	obj	b3212	optimal	0.921948
iJR904	obj	b3213	optimal	0.921948
iJR904	obj	b3222	optimal	0.921948
iJR904	obj	b3223	optimal	0.921948
iJR904	obj	b3224	optimal	0.921948
iJR904	obj	b3225	optimal	0.921948
iJR904	obj	b3236	optimal	0.881461
iJR904	obj	b3255	optimal	0.0
iJR904	obj	b3256	optimal	0.0
iJR904	obj	b3258	optimal	0.921948
iJR904	obj	b3281	optimal	0.921948
iJR904	obj	b3359	optimal	0.0
iJR904	obj	b3360	optimal	0.0
iJR904	obj	b3365	optimal	0.921948
iJR904	obj	b3366	optimal	0.921948
iJR904	obj	b3367	optimal	0.921948
iJR904	obj	b3368	optimal	0.921948
iJR904	obj	b3380	optimal	0.921948
iJR904	obj	b3385	optimal	0.921948
iJR904	obj	b3386	optimal	0.921948
iJR904	obj	b3389	optimal	0.0
iJR904	obj	b3390	optimal	0.921948
iJR904	obj	b3403	optimal	0.921948
iJR904	obj	b3409	optimal	0.921948
iJR904	obj	b3415	optimal	0.921948
iJR904	obj	b3416	optimal	0.921948
iJR904	obj	b3417	optimal	0.921948
iJR904	obj	b3425	optimal	0.921948
iJR904	obj	b3426	optimal	0.921948
